,pl_hostname,pl_letter,pl_disc,ra,dec,pl_trandep,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranflag,pl_trandur,pl_pnum,pl_k2flag,pl_kepflag,pl_facility,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orblper,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,st_teff,st_tefferr1,st_tefferr2,st_optmag,st_j,st_h,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_eqt,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_eccen,pl_eccenerr1,pl_eccenerr2
3200,Kepler-238,b,2014,287.897113,40.637815,,2454967.1647,0.005529999999999999,-0.005529999999999999,1,0.133,5,0,1,Kepler,,,,,,,,1.43,0.26,-0.26,5751.0,100.0,-100.0,15.084000000000001,13.894,13.545,0.034,,,0.154,0.036000000000000004,-0.036000000000000004,0.0115,,,,2.090876,2e-05,-2e-05,,,
3201,Kepler-238,c,2014,287.897113,40.637815,,2454967.82322,0.00446,-0.00446,1,0.2015,5,0,1,Kepler,,,,,,,,1.43,0.26,-0.26,5751.0,100.0,-100.0,15.084000000000001,13.894,13.545,0.069,,,0.213,0.04,-0.04,0.0198,,,,6.155557,5e-05,-5e-05,,,
3202,Kepler-238,d,2014,287.897113,40.637815,,2454973.32179,0.00365,-0.00365,1,0.2767,5,0,1,Kepler,,,,,,,,1.43,0.26,-0.26,5751.0,100.0,-100.0,15.084000000000001,13.894,13.545,0.115,,,0.27399999999999997,0.051,-0.051,0.0303,,,,13.233549,8.1e-05,-8.1e-05,,,
3203,Kepler-238,e,2013,287.897113,40.637815,,,,,1,,5,0,1,Kepler,,,,,,,,1.43,0.26,-0.26,5751.0,100.0,-100.0,15.084000000000001,13.894,13.545,,,,0.5,0.21100000000000002,-0.040999999999999995,0.534,0.226,-0.217,,23.654,,,,,
3204,Kepler-238,f,2013,287.897113,40.637815,,,,,1,,5,0,1,Kepler,,,,,,,,1.43,0.26,-0.26,5751.0,100.0,-100.0,15.084000000000001,13.894,13.545,,,,0.17800000000000002,0.076,-0.015,0.042,0.009,-0.008,,50.447,,,,,
3205,Kepler-239,b,2014,294.202137,40.663406,,2455013.9361400004,0.00143,-0.00143,1,0.1208,2,0,1,Kepler,,,,,,,,0.76,0.04,-0.04,4914.0,100.0,-100.0,15.208,13.703,13.215,0.095,,,0.20800000000000002,0.013000000000000001,-0.013000000000000001,0.019,,,,11.763051,3.4e-05,-3.4e-05,,,
3206,Kepler-239,c,2014,294.202137,40.663406,,2454965.2881400003,0.00575,-0.00575,1,0.1542,2,0,1,Kepler,,,,,,,,0.76,0.04,-0.04,4914.0,100.0,-100.0,15.208,13.703,13.215,0.268,,,0.22399999999999998,0.037000000000000005,-0.037000000000000005,0.0215,,,,56.228098,0.00058,-0.00058,,,
3207,Kepler-343,c,2014,291.96068399999996,42.433006,,2454984.0664,0.0052899999999999996,-0.0052899999999999996,1,0.1128,2,0,1,Kepler,,,,,,,,1.43,0.26,-0.26,5807.0,100.0,-100.0,14.128,13.039000000000001,12.722000000000001,0.167,,,0.18,0.034,-0.034,0.0149,,,,23.22182,0.000234,-0.000234,,,
3208,Kepler-344,b,2014,292.49964500000004,46.324406,,2454966.03648,0.0028699999999999997,-0.0028699999999999997,1,0.1115,2,0,1,Kepler,,,,,,,,0.98,0.45,-0.45,5774.0,200.0,-200.0,15.378,14.082,13.709000000000001,0.153,,,0.233,0.109,-0.109,0.023,,,,21.963945,0.000108,-0.000108,,,
3209,Kepler-344,c,2014,292.49964500000004,46.324406,,2455048.44167,0.0054600000000000004,-0.0054600000000000004,1,0.3139,2,0,1,Kepler,,,,,,,,0.98,0.45,-0.45,5774.0,200.0,-200.0,15.378,14.082,13.709000000000001,0.488,,,0.263,0.12300000000000001,-0.12300000000000001,0.0283,,,,125.596809,0.001728,-0.001728,,,
3210,Kepler-345,b,2014,295.22880200000003,45.97102,,2454970.81508,0.00409,-0.00409,1,0.0821,2,0,1,Kepler,,,,,,,,0.62,0.03,-0.03,4504.0,100.0,-100.0,14.027999999999999,12.309000000000001,11.665,0.066,,,0.066,0.005,-0.005,0.00157,0.0009400000000000001,-0.0009400000000000001,,7.415563,5.4e-05,-5.4e-05,,,
3211,Kepler-345,c,2014,295.22880200000003,45.97102,,2454970.38084,0.0017100000000000001,-0.0017100000000000001,1,0.0648,2,0,1,Kepler,,,,,,,,0.62,0.03,-0.03,4504.0,100.0,-100.0,14.027999999999999,12.309000000000001,11.665,0.077,,,0.107,0.006,-0.006,0.00692,0.00283,-0.00283,,9.387427,2.8e-05,-2.8e-05,,,
3212,Kepler-346,b,2014,288.011911,46.117607,,2454964.7057,0.0016600000000000002,-0.0016600000000000002,1,0.0629,2,0,1,Kepler,,,,,,,,1.02,0.48,-0.48,6033.0,200.0,-200.0,15.214,13.968,13.610999999999999,0.071,,,0.237,0.111,-0.111,0.0238,,,,6.511127,1.7e-05,-1.7e-05,,,
3213,Kepler-346,c,2014,288.011911,46.117607,,2454980.61656,0.00271,-0.00271,1,0.0994,2,0,1,Kepler,,,,,,,,1.02,0.48,-0.48,6033.0,200.0,-200.0,15.214,13.968,13.610999999999999,0.168,,,0.27399999999999997,0.13,-0.13,0.0303,,,,23.851549,9.8e-05,-9.8e-05,,,
3214,Kepler-347,b,2014,289.199596,49.305717,,2454966.64816,0.00481,-0.00481,1,0.2602,2,0,1,Kepler,,,,,,,,1.0,0.46,-0.46,6088.0,200.0,-200.0,14.513,13.390999999999998,13.075999999999999,0.11,,,0.17600000000000002,0.084,-0.084,0.0143,,,,12.79836,0.000106,-0.000106,,,
3215,Kepler-347,c,2014,289.199596,49.305717,,2454987.30618,0.009909999999999999,-0.009909999999999999,1,0.1636,2,0,1,Kepler,,,,,,,,1.0,0.46,-0.46,6088.0,200.0,-200.0,14.513,13.390999999999998,13.075999999999999,0.183,,,0.156,0.075,-0.075,0.0117,,,,27.320871,0.000457,-0.000457,,,
3216,Kepler-348,b,2014,297.25505,40.548373,,2454965.53178,0.00236,-0.00236,1,0.0795,2,0,1,Kepler,,,,,,,,1.36,0.25,-0.25,6177.0,100.0,-100.0,12.556,11.708,11.454,0.076,,,0.136,0.026000000000000002,-0.026000000000000002,0.0092,,,,7.05677,3.1e-05,-3.1e-05,,,
3217,Kepler-348,c,2014,297.25505,40.548373,,2454968.35658,0.00636,-0.00636,1,0.2161,2,0,1,Kepler,,,,,,,,1.36,0.25,-0.25,6177.0,100.0,-100.0,12.556,11.708,11.454,0.138,,,0.11900000000000001,0.022000000000000002,-0.022000000000000002,0.00733,,,,17.265427,0.000179,-0.000179,,,
3218,Kepler-349,b,2014,293.67647999999997,44.615578,,2454968.49118,0.00193,-0.00193,1,0.0985,2,0,1,Kepler,,,,,,,,0.93,0.35,-0.35,5956.0,200.0,-200.0,14.745999999999999,13.584000000000001,13.283,0.065,,,0.17,0.064,-0.064,0.297,0.223,-0.19,,5.929778,2e-05,-2e-05,,,
3219,Kepler-349,c,2014,293.67647999999997,44.615578,,2454971.21701,0.0030399999999999997,-0.0030399999999999997,1,0.1366,2,0,1,Kepler,,,,,,,,0.93,0.35,-0.35,5956.0,200.0,-200.0,14.745999999999999,13.584000000000001,13.283,0.105,,,0.175,0.066,-0.066,0.0142,,,,12.247629,6.3e-05,-6.3e-05,,,
3220,Kepler-350,b,2014,285.419606,39.706107,,2454973.6310799997,0.0069900000000000006,-0.0069900000000000006,1,0.2133,3,0,1,Kepler,,,,,,,,1.53,0.31,-0.31,6186.0,100.0,-100.0,13.780999999999999,12.718,12.45,0.104,,,0.165,0.034,-0.034,0.0128,,,,11.189562,0.000119,-0.000119,,,
3221,Kepler-350,c,2013,285.419606,39.706107,,,,,1,,3,0,1,Kepler,,,,,,,,1.53,0.31,-0.31,6186.0,100.0,-100.0,13.780999999999999,12.718,12.45,,,,0.27699999999999997,0.127,-0.054000000000000006,0.019,0.01,-0.01,,17.849,,,,,
3222,Kepler-350,d,2013,285.419606,39.706107,,,,,1,,3,0,1,Kepler,,,,,,,,1.53,0.31,-0.31,6186.0,100.0,-100.0,13.780999999999999,12.718,12.45,,,,0.25,0.114,-0.048,0.047,0.017,-0.015,,26.136,,,,,
3223,Kepler-351,b,2014,286.452706,42.657879,,2455033.20033,0.00698,-0.00698,1,0.2134,3,0,1,Kepler,,,,,,,,0.85,0.41,-0.41,5643.0,200.0,-200.0,15.99,14.669,14.205,0.214,,,0.273,0.138,-0.138,0.015,0.018,-0.015,,37.054919,0.000484,-0.000484,,,
3224,WASP-11,b,2008,47.368964,30.673594,1.6,,,,1,,1,0,0,SuperWASP,89.8,0.5,-0.5,,1.42,0.43,-0.43,0.89,0.08,-0.08,4800.0,100.0,-100.0,11.6,10.015,9.56,0.0435,0.0006,-0.0006,1.11,0.1,-0.1,0.79,0.17,-0.17,992.0,3.72247,7e-06,-7e-06,0.0,,
3225,WASP-12,b,2008,97.63664,29.672290999999998,1.4,,,,1,,1,0,0,SuperWASP,82.5,0.75,-0.75,,1.2,0.45,-0.45,1.59,0.18,-0.18,6300.0,150.0,-150.0,11.69,10.477,10.228,0.0234,0.00056,-0.0005,1.82,0.21,-0.21,1.31,0.33,-0.33,2523.0,1.09142245,3.3e-07,-3.3e-07,0.05,0.01,-0.01
3226,WASP-13,b,2009,140.102976,33.882439,0.84,,,,1,,1,0,0,SuperWASP,85.43,0.29,-0.29,,0.72,0.25,-0.25,1.37,0.15,-0.15,5950.0,70.0,-70.0,10.42,9.442,9.182,0.05362000000000001,0.00074,-0.00085,1.22,0.14,-0.14,0.36,0.09,-0.09,1531.0,4.35301,3e-06,-3e-06,0.0,,
3227,WASP-14,b,2008,218.276477,21.894714,1.0,,,,1,,1,0,0,SuperWASP,84.32,0.62,-0.62,,1.62,0.39,-0.39,1.4,0.08,-0.08,6475.0,100.0,-100.0,9.75,8.869,8.65,0.037,0.001,-0.001,1.38,0.08,-0.08,8.84,1.4,-1.4,1872.0,2.24375,1e-05,-1e-05,0.09,0.0,0.0
3228,WASP-15,b,2009,208.92793899999998,-32.159607,0.97,,,,1,,1,0,0,SuperWASP,85.96,0.35,-0.35,,1.18,0.93,-0.93,1.48,0.38,-0.38,6300.0,100.0,-100.0,11.0,9.956,9.713,0.05165,0.00067,-0.00067,1.41,0.36,-0.36,0.54,0.29,-0.29,1676.0,3.7521,1e-05,-1e-05,0.0,,
3229,WASP-16,b,2009,214.683032,-20.275484,1.2,,,,1,,1,0,0,SuperWASP,85.22,0.35,-0.35,,1.78,0.54,-0.54,1.14,0.09,-0.09,5700.0,150.0,-150.0,,9.984,9.658999999999999,0.0415,0.0007700000000000001,-0.0007700000000000001,1.22,0.1,-0.1,1.24,0.25,-0.25,1389.0,3.1186,1.4e-05,-1.4e-05,0.0,,
3230,WASP-17,b,2009,239.962306,-28.061733,1.7,,,,1,,1,0,0,SuperWASP,86.63,0.42,-0.42,,2.28,0.99,-0.99,1.49,0.19,-0.19,6550.0,100.0,-100.0,11.6,10.509,10.319,0.0515,0.00033999999999999997,-0.00033999999999999997,1.87,0.24,-0.24,0.78,0.23,-0.23,1755.0,3.73543,8e-06,-8e-06,0.0,,
3231,WASP-18,b,2009,24.354311,-45.677887,0.92,,,,1,,1,0,0,SuperWASP,80.6,1.2,-1.2,,1.46,0.29,-0.29,1.29,0.05,-0.05,6431.0,48.0,-48.0,9.302999999999999,8.408999999999999,8.231,0.0202,0.00023999999999999998,-0.00021,1.2,0.05,-0.05,11.44,1.51,-1.51,2413.0,0.94145,1e-06,-1e-06,0.01,0.0,0.0
3232,WASP-19,b,2009,148.417002,-45.659191,,2455708.5346259996,1.9e-05,-1.9e-05,1,,1,0,0,SuperWASP,78.78,0.58,-0.58,259.0,0.9,0.04,-0.04,1.0,0.02,-0.02,5568.0,71.0,-71.0,12.59,10.911,10.602,0.01634,0.00023999999999999998,-0.00023999999999999998,1.392,0.04,-0.04,1.069,0.038,-0.037,2520.0,0.78883899,4e-08,-4e-08,0.002,0.014,-0.002
3233,WASP-20,b,2015,5.160558999999999,-23.935728,1.164,2455715.65562,0.00029,-0.00029,1,0.1418,1,0,0,SuperWASP,85.56,0.22,-0.22,,1.2,0.04,-0.04,1.39,0.04,-0.04,5940.0,100.0,-100.0,10.68,9.701,9.417,0.06,0.0006900000000000001,-0.0006900000000000001,1.462,0.059000000000000004,-0.059000000000000004,0.311,0.017,-0.017,1379.0,4.8996284,3.3e-06,-3.3e-06,0.0,,
3234,WASP-21,b,2010,347.492721,18.396085999999997,1.082,2454743.0419,0.0019,-0.0022,1,0.1398,1,0,0,SuperWASP,88.75,0.84,-0.7,,0.89,0.08,-0.08,1.14,0.05,-0.05,5800.0,100.0,-100.0,11.58,10.35,10.085,0.052,0.00041,-0.00044,1.07,0.06,-0.06,0.3,0.011,-0.011,1340.0,4.322482,1.9e-05,-2.4e-05,0.0,,
3235,WASP-22,b,2010,52.818043,-23.819702,1.0,,,,1,,1,0,0,SuperWASP,89.2,0.5,-0.5,,1.46,0.63,-0.63,1.24,0.13,-0.13,6000.0,100.0,-100.0,12.0,10.634,10.392000000000001,0.047,0.00036,-0.00037,1.23,0.14,-0.14,0.67,0.19,-0.19,1502.0,3.53269,1e-05,-1e-05,0.02,0.01,-0.01
3236,WASP-23,b,2010,101.127587,-42.761826,1.691,2455320.12363,0.00011999999999999999,-0.00013000000000000002,1,0.09976,1,0,0,SuperWASP,88.39,0.79,-0.45,,0.78,0.13,,0.77,0.05,,5150.0,100.0,,,10.96,10.514000000000001,0.0376,0.0016,-0.0024,0.9620000000000001,0.047,-0.055999999999999994,0.884,0.088,-0.099,,2.9444256,1.1e-06,-1.3e-06,0.062,,
3237,WASP-24,b,2010,227.21558599999997,2.3433040000000003,1.0,,,,1,,1,0,0,SuperWASP,83.64,0.29,-0.29,,1.43,0.5,-0.5,1.42,0.16,-0.16,6075.0,100.0,-100.0,11.306,10.457,10.219,0.03651,0.00028,-0.00028,1.38,0.16,-0.16,1.24,0.29,-0.29,1772.0,2.34121,2e-06,-2e-06,0.0,,
3238,WASP-25,b,2010,195.359879,-27.5222,1.9,,,,1,,1,0,0,SuperWASP,88.0,0.5,-0.5,,0.67,0.22,-0.22,0.8,0.08,-0.08,5750.0,100.0,-100.0,11.88,10.595999999999998,10.267999999999999,0.0473,0.0004,-0.0004,1.07,0.1,-0.1,0.44,0.1,-0.1,1210.0,3.76483,5e-06,-5e-06,0.0,,
3239,WASP-26,b,2010,4.6028970000000005,-15.267304999999999,1.0,,,,1,,1,0,0,SuperWASP,82.5,0.5,-0.5,,0.86,0.34,-0.34,1.22,0.15,-0.15,6034.0,31.0,-31.0,,10.021,9.775,0.03985,0.00033,-0.00033,1.21,0.15,-0.15,0.85,0.23,-0.23,1650.0,2.7566,1e-05,-1e-05,0.0,,
3240,WASP-28,b,2014,353.616152,-1.580064,1.3,2455290.4051900003,0.00031,-0.00031,1,0.1349,1,1,0,SuperWASP,88.61,0.67,-0.67,,1.02,0.05,-0.05,1.09,0.03,-0.03,6150.0,140.0,-140.0,12.03,11.078,10.762,0.04469,0.0007599999999999999,-0.0007599999999999999,1.213,0.042,-0.042,0.907,0.043,-0.043,1468.0,3.40883,6e-06,-6e-06,0.0,,
3241,WASP-29,b,2010,357.87953799999997,-39.906719,1.0,,,,1,,1,0,0,SuperWASP,88.8,0.7,-0.7,,0.77,0.25,-0.25,0.79,0.07,-0.07,4800.0,150.0,-150.0,,9.353,8.875,0.0457,0.0006,-0.0006,0.77,0.07,-0.07,0.23,0.05,-0.05,970.0,3.92273,4e-06,-4e-06,0.03,0.04,-0.04
3242,Kepler-1610,b,2016,295.90501,45.405434,,2454971.24368,0.00834,-0.00834,1,0.12579,1,0,1,Kepler,,,,,0.91,0.04,-0.04,0.87,0.09,-0.04,5383.0,61.72,-82.73,15.85,14.307,13.912,,,,0.14400000000000002,0.017,-0.012,0.0101,,,,8.70181574,8.315e-05,-8.315e-05,,,
3243,Kepler-1611,b,2016,296.51204900000005,49.727764,,2454966.7437,0.0116,-0.0116,1,0.2146,1,0,1,Kepler,,,,,0.94,0.04,-0.05,0.93,0.17,-0.07,5605.0,89.65,-122.47,14.435,13.137,12.782,,,,0.07200000000000001,0.013999999999999999,-0.006,0.00144,,,,5.1762429,5.826e-05,-5.826e-05,,,
3244,Kepler-1612,b,2016,291.250279,45.655075,,2454965.86406,0.0055,-0.0055,1,0.10775,1,0,1,Kepler,,,,,0.96,0.05,-0.05,0.94,0.16,-0.07,5643.0,104.98,-130.31,14.75,13.498,13.140999999999998,,,,0.092,0.016,-0.01,0.0034,,,,3.91795101,2.727e-05,-2.727e-05,,,
3245,Kepler-1613,b,2016,289.875041,43.420963,,2454965.131,0.109,-0.109,1,0.14225,1,0,1,Kepler,,,,,1.08,0.08,-0.07,1.12,0.24,-0.12,6005.0,92.89,-111.57,14.118,12.999,12.731,,,,0.18600000000000003,0.039,-0.045,0.0157,,,,1.5184299,0.0001991,-0.0001991,,,
3246,Kepler-1614,b,2016,284.871334,49.775913,,2454965.24559,0.00504,-0.00504,1,0.11817000000000001,1,0,1,Kepler,,,,,0.79,0.05,-0.06,0.76,0.05,-0.07,5121.0,50.38,-46.14,15.923,14.588,14.052999999999999,,,,0.133,0.011000000000000001,-0.013000000000000001,0.00889,,,,3.9466141,3.022e-05,-3.022e-05,,,
3247,Kepler-1615,b,2016,286.359226,42.227478000000005,,2454979.3247,0.0162,-0.0162,1,0.44383,1,0,1,Kepler,,,,,1.04,0.06,-0.06,1.05,0.24,-0.09,5865.0,85.98,-105.58,14.552999999999999,13.402000000000001,13.104000000000001,,,,0.184,0.043,-0.052000000000000005,0.0154,,,,47.3126192,0.0008593,-0.0008593,,,
3248,Kepler-1616,b,2016,286.543637,45.304874,,2454968.6798,0.00873,-0.00873,1,0.24466999999999997,1,0,1,Kepler,,,,,1.21,0.19,-0.1,1.34,0.62,-0.19,6266.0,93.46,-92.78,13.499,12.523,12.263,,,,0.091,0.042,-0.013000000000000001,0.00328,,,,6.76284377,6.948e-05,-6.948e-05,,,
3249,Kepler-1617,b,2016,287.93721899999997,46.418490999999996,,2454981.6285,0.0166,-0.0166,1,0.34604,1,0,1,Kepler,,,,,1.15,0.13,-0.08,1.22,0.38,-0.15,6167.0,84.79,-77.96,13.63,12.665,12.369000000000002,,,,0.107,0.033,-0.013999999999999999,0.00588,,,,27.4785572,0.0005078,-0.0005078,,,
3250,Kepler-1618,b,2016,295.175391,45.930908,,2454964.8803,0.014,-0.014,1,0.15204,1,0,1,Kepler,,,,,1.41,0.22,-0.15,1.65,0.68,-0.29,6620.0,213.78,-143.89,13.606,12.779000000000002,12.539000000000001,,,,0.11199999999999999,0.046,-0.021,0.006690000000000001,,,,6.10826019,8.991e-05,-8.991e-05,,,
3251,Kepler-1619,b,2016,285.70347200000003,44.422001,,2454979.9602,0.0188,-0.0188,1,0.27266999999999997,1,0,1,Kepler,,,,,1.0,0.06,-0.07,1.0,0.19,-0.09,5852.0,90.66,-80.99,13.341,12.232000000000001,11.888,,,,0.068,0.013000000000000001,-0.006999999999999999,0.00114,,,,23.6225913,0.000542,-0.000542,,,
3252,Kepler-1620,b,2016,297.270876,46.928416999999996,,2455039.3507,0.0128,-0.0128,1,0.24954,1,0,1,Kepler,,,,,1.15,0.16,-0.1,1.23,0.48,-0.18,6157.0,120.8,-167.55,13.658,12.559000000000001,12.283,,,,0.14400000000000002,0.057,-0.024,0.0101,,,,101.951829,0.001572,-0.001572,,,
3253,Kepler-1621,b,2016,297.588518,43.841221000000004,,2454979.424,0.0236,-0.0236,1,0.41092,1,0,1,Kepler,,,,,1.15,0.2,-0.11,1.24,0.46,-0.2,6158.0,276.88,-219.74,15.015,13.942,13.623,,,,0.193,0.071,-0.033,0.0167,,,,92.263714,0.002385,-0.002385,,,
3254,Kepler-1622,b,2016,297.32891,47.815472,,2454970.1323,0.00618,-0.00618,1,0.10879000000000001,1,0,1,Kepler,,,,,1.31,0.22,-0.13,1.5,0.69,-0.26,6436.0,154.47,-172.76,13.385,12.422,12.18,,,,0.131,0.061,-0.024,0.00869,,,,10.8118737,0.0001009,-0.0001009,,,
3255,Kepler-1623,b,2016,294.082695,39.556103,,2454965.52717,0.00547,-0.00547,1,0.08575,1,0,1,Kepler,,,,,1.0,0.07,-0.07,1.0,0.23,-0.11,5772.0,140.28,-187.15,14.950999999999999,13.715,13.379000000000001,,,,0.11699999999999999,0.027999999999999997,-0.016,0.0071400000000000005,,,,4.36128348,2.698e-05,-2.698e-05,,,
3256,Kepler-1624,b,2016,292.57986,37.376411,,2454964.90925,0.00183,-0.00183,1,0.072938,1,0,1,Kepler,,,,,0.5,0.03,-0.04,0.47,0.03,-0.04,3636.0,58.98,-53.35,15.669,13.140999999999998,12.504000000000001,,,,0.509,0.035,-0.040999999999999995,0.0867,,,,3.29030452,4.56e-06,-4.56e-06,,,
3257,Kepler-1625,b,2016,295.429347,39.886547,,2455181.82981,0.008329999999999999,-0.008329999999999999,1,0.78692,1,0,1,Kepler,,,,,0.96,0.06,-0.06,0.94,0.13,-0.08,5677.0,107.4,-162.14,15.755999999999998,14.364,13.989,,,,0.541,0.078,-0.047,0.0962,,,,287.378949,0.002983,-0.002983,,,
3258,Kepler-1626,b,2016,296.500445,40.72123,,2454967.04165,0.0054,-0.0054,1,0.13683,1,0,1,Kepler,,,,,1.51,0.21,-0.2,1.85,0.6,-0.39,6826.0,286.4,-316.8,14.275,13.255,13.039000000000001,,,,0.18,0.059000000000000004,-0.038,0.0149,,,,4.13962966,2.851e-05,-2.851e-05,,,
3259,Kepler-1627,b,2016,284.05668399999996,41.576733000000004,,2454968.1937599997,0.00886,-0.00886,1,0.12025,1,0,1,Kepler,,,,,0.87,0.05,-0.06,0.84,0.09,-0.07,5445.0,93.89,-121.15,13.027999999999999,11.69,11.298,,,,0.32899999999999996,0.044000000000000004,-0.037000000000000005,0.0415,,,,7.20283653,8.773e-05,-8.773e-05,,,
3260,Kepler-1628,b,2016,281.6337,43.411578999999996,,2454979.3458,0.0318,-0.0318,1,0.20633,1,0,1,Kepler,,,,,0.55,0.04,-0.03,0.52,0.04,-0.03,3724.0,65.64,-48.58,16.595,14.126,13.41,,,,0.574,0.084,-0.045,0.106,,,,76.378033,0.001833,-0.001833,,,
3261,Kepler-240,b,2014,291.158774,40.750263000000004,,2454968.9265799997,0.00337,-0.00337,1,0.0987,2,0,1,Kepler,,,,,,,,0.74,0.3,-0.3,4985.0,200.0,-200.0,15.66,14.113,13.606,0.048,,,0.122,0.05,-0.05,0.00771,,,,4.144495,2.6e-05,-2.6e-05,,,
3262,Kepler-240,c,2014,291.158774,40.750263000000004,,2455007.66155,0.0018399999999999998,-0.0018399999999999998,1,0.1082,2,0,1,Kepler,,,,,,,,0.74,0.3,-0.3,4985.0,200.0,-200.0,15.66,14.113,13.606,0.074,,,0.196,0.079,-0.079,0.322,0.136,-0.124,,7.953528,2.5e-05,-2.5e-05,,,
3263,Kepler-241,b,2014,292.913118,41.060921,,2455008.35418,0.0016300000000000002,-0.0016300000000000002,1,0.1299,2,0,1,Kepler,,,,,,,,0.67,0.29,-0.29,4699.0,200.0,-200.0,15.389000000000001,13.607999999999999,13.064,0.094,,,0.20800000000000002,0.092,-0.092,0.019,,,,12.718092,3.5e-05,-3.5e-05,,,
3264,Kepler-241,c,2014,292.913118,41.060921,,2455031.58185,0.00193,-0.00193,1,0.178,2,0,1,Kepler,,,,,,,,0.67,0.29,-0.29,4699.0,200.0,-200.0,15.389000000000001,13.607999999999999,13.064,0.189,,,0.22899999999999998,0.099,-0.099,0.0224,,,,36.065978,0.000133,-0.000133,,,
3265,Kepler-242,b,2014,286.565695,41.808403000000006,,2455002.69117,0.00139,-0.00139,1,0.1142,2,0,1,Kepler,,,,,,,,0.85,0.52,-0.52,5020.0,200.0,-200.0,15.376,13.821,13.315999999999999,0.075,,,0.233,0.14300000000000002,-0.14300000000000002,0.023,,,,8.20395,2e-05,-2e-05,,,
3266,Kepler-242,c,2014,286.565695,41.808403000000006,,2454976.41348,0.00346,-0.00346,1,0.1343,2,0,1,Kepler,,,,,,,,0.85,0.52,-0.52,5020.0,200.0,-200.0,15.376,13.821,13.315999999999999,0.109,,,0.17800000000000002,0.11,-0.11,0.0147,,,,14.496481,8.3e-05,-8.3e-05,,,
3267,Kepler-243,b,2014,285.11047,42.033958,,2455007.87832,0.00109,-0.00109,1,0.1035,2,0,1,Kepler,,,,,,,,0.84,0.4,-0.4,5228.0,200.0,-200.0,15.085999999999999,13.622,13.190999999999999,0.062,,,0.21899999999999997,0.10300000000000001,-0.10300000000000001,0.0207,,,,5.715442,1.1e-05,-1.1e-05,,,
3268,Kepler-243,c,2014,285.11047,42.033958,,2454979.90767,0.00404,-0.00404,1,0.055,2,0,1,Kepler,,,,,,,,0.84,0.4,-0.4,5228.0,200.0,-200.0,15.085999999999999,13.622,13.190999999999999,0.142,,,0.17800000000000002,0.087,-0.087,0.0145,,,,20.026218,0.000163,-0.000163,,,
3269,Kepler-244,b,2014,287.24268,42.301369,,2455006.57568,0.001,-0.001,1,0.114,3,0,1,Kepler,,,,,,,,0.8,0.34,-0.34,5554.0,200.0,-200.0,15.604000000000001,14.306,13.852,0.05,,,0.24600000000000002,0.10300000000000001,-0.10300000000000001,0.0253,,,,4.311792,8e-06,-8e-06,,,
3270,Kepler-244,c,2014,287.24268,42.301369,,2455019.57903,0.00229,-0.00229,1,0.0572,3,0,1,Kepler,,,,,,,,0.8,0.34,-0.34,5554.0,200.0,-200.0,15.604000000000001,14.306,13.852,0.087,,,0.183,0.078,-0.078,0.0153,,,,9.767292,4.6e-05,-4.6e-05,,,
3271,Kepler-244,d,2014,287.24268,42.301369,,2455021.08718,0.0037700000000000003,-0.0037700000000000003,1,0.1877,3,0,1,Kepler,,,,,,,,0.8,0.34,-0.34,5554.0,200.0,-200.0,15.604000000000001,14.306,13.852,0.14,,,0.20600000000000002,0.087,-0.087,0.048,0.063,-0.041,,20.050401,0.00013,-0.00013,,,
3272,Kepler-245,b,2014,291.638965,42.436316999999995,,2455007.94919,0.00132,-0.00132,1,0.1168,4,0,1,Kepler,,,,,,,,0.8,0.05,-0.05,5100.0,100.0,-100.0,15.599,14.120999999999999,13.687999999999999,0.071,,,0.22899999999999998,0.016,-0.016,0.0224,,,,7.49019,1.9e-05,-1.9e-05,,,
3273,Kepler-245,c,2014,291.638965,42.436316999999995,,2454970.26441,0.00256,-0.00256,1,0.0935,4,0,1,Kepler,,,,,,,,0.8,0.05,-0.05,5100.0,100.0,-100.0,15.599,14.120999999999999,13.687999999999999,0.124,,,0.19399999999999998,0.015,-0.015,0.71,0.193,-0.115,,17.460812,7.6e-05,-7.6e-05,,,
3274,Kepler-245,d,2014,291.638965,42.436316999999995,,2455034.27797,0.00264,-0.00264,1,0.2002,4,0,1,Kepler,,,,,,,,0.8,0.05,-0.05,5100.0,100.0,-100.0,15.599,14.120999999999999,13.687999999999999,0.202,,,0.27,0.019,-0.019,0.068,0.052,-0.038,,36.277108,0.000173,-0.000173,,,
3275,Kepler-246,b,2014,296.483427,42.663429,,2455002.97887,0.0009599999999999999,-0.0009599999999999999,1,0.0928,2,0,1,Kepler,,,,,,,,0.83,0.42,-0.42,5206.0,200.0,-200.0,15.024000000000001,13.587,13.15,0.052,,,0.209,0.107,-0.107,0.0191,,,,4.60182,8e-06,-8e-06,,,
