,0
6605,98732153
6606,443964854
6607,435303374
6608,242965037
6609,366499317
6610,389019145
6611,435908999
6612,60254758
6613,366500226
6614,175939246
6615,439856779
6616,392102063
6617,98731037
6618,242995498
6619,173165414
6620,389081799
6621,240623355
6622,98680324
6623,173109468
6624,68053872
6625,434237627
6626,366567814
6627,98731278
6628,175829483
6629,20486470
6630,27627183
6631,323182000
6632,242964453
6633,323182838
6634,388994776
6635,348663554
6636,175828747
6637,435910721
6638,69817850
6639,468989036
6640,392104189
6641,186812636
6642,385984043
6643,438071174
6644,438118136
6645,438195036
6646,438289359
6647,438309930
6648,438336792
6649,438335026
6650,307372507
6651,307584368
6652,308057104
6653,438495479
6654,438519205
6655,372424992
6656,445955242
6657,155138723
6658,240765089
6659,242988921
6660,366484944
6661,175636433
6662,242885577
6663,98731272
6664,323022436
6665,348722002
6666,389019177
6667,173102372
6668,49464903
6669,242968625
6670,242981603
6671,242994963
6672,423357377
6673,434159742
6674,291090167
6675,392038105
6676,242995491
6677,399152197
6678,240766662
6679,58959969
6680,242961137
6681,49544681
6682,175751685
6683,388994128
6684,434239053
6685,458682705
6686,49544493
6687,242989062
6688,366576713
6689,392320440
6690,175696749
6691,175822943
6692,82052071
6693,38086707
6694,434229135
6695,243012044
6696,456889498
6697,175589219
6698,12784728
6699,366484699
6700,366631187
6701,396846735
6702,175638926
6703,240849819
6704,318429919
6705,396846737
6706,53207488
6707,12822399
6708,240812205
6709,392103740
6710,366398993
6711,366527994
6712,21285455
6713,240716089
6714,188580308
6715,366500232
6716,366577425
6717,59002165
6718,458655807
6719,242985017
6720,443965774
6721,240851688
6722,146799175
6723,434260522
6724,240765071
6725,146799152
6726,443996569
6727,12769914
6728,389046782
6729,366622521
6730,53210555
6731,175752077
6732,415331986
6733,20486615
6734,458681599
6735,12857665
6736,242939972
6737,366499885
6738,434234434
6739,366409833
6740,12858408
6741,98731084
6742,146801065
6743,188573356
6744,366438019
6745,53205332
6746,146579316
6747,188573373
6748,60255732
6749,392104073
6750,392455449
6751,12787505
6752,146579349
6753,6991678
6754,435332317
6755,443996812
6756,242944635
6757,434260728
6758,38161020
6759,392457446
6760,348662649
6761,366519924
6762,175696392
6763,242965243
6764,242991677
6765,173103946
6766,366528109
6767,399124347
6768,348668111
6769,21289497
6770,175754877
6771,12822446
6772,415339772
6773,345454262
6774,434228663
6775,146799093
6776,434134856
6777,396734203
6778,240849850
6779,456889373
6780,20423474
6781,443614625
6782,435335994
6783,458678192
6784,12822827
6785,348666559
6786,20423393
6787,392454748
6788,435881892
6789,60255749
6790,396847014
6791,6992029
6792,396742696
6793,366623240
6794,188580427
6795,389053277
6796,20423127
6797,38141215
6798,396734386
6799,67897871
6800,366354522
6801,468993032
6802,12784261
6803,458678294
6804,350499557
6805,38138373
6806,242989140
6807,175636232
6808,242940141
6809,356739328
6810,458681825
6811,175591160
6812,38064530
6813,392457336
6814,59085120
6815,458677758
6816,437901544
6817,438069224
6818,438070706
6819,438163385
6820,438335588
6821,438338662
6822,306903871
6823,307372273
6824,445962505
6825,155138774
6826,387142639
6827,155302066
6828,155454300
6829,240720774
6830,27679109
6831,366576230
6832,175698803
6833,240627357
6834,366409987
6835,366564791
6836,323023257
6837,12787796
6838,146364220
6839,242984863
6840,366485074
6841,366526639
6842,443965327
6843,301052856
6844,392103303
6845,69817736
6846,458682010
6847,458655159
6848,69766756
6849,20444446
6850,396846768
6851,9051928
6852,38132380
6853,82049478
6854,175588857
6855,188570438
6856,435340342
6857,233203397
6858,434167004
6859,242883504
6860,435905717
6861,366526866
6862,188578566
6863,437030326
6864,380640665
6865,242940021
6866,366631927
6867,366444032
6868,392328018
6869,392456271
6870,443965089
6871,173145414
6872,12787199
6873,345454181
6874,38064276
6875,38204922
6876,434131419
6877,240623333
6878,60285458
6879,392456633
6880,392457387
6881,398429234
6882,366485226
6883,392102854
6884,323182377
6885,69857784
6886,243010820
6887,242965763
6888,186816960
6889,366354405
6890,366443698
6891,366355277
6892,366484828
6893,443970991
6894,38132284
6895,12860873
6896,243011881
6897,60285315
6898,205238900
6899,242985229
6900,444009868
6901,437026476
6902,6992428
6903,12858521
6904,206283201
6905,240812222
6906,392320707
6907,366623386
6908,468988210
6909,21273460
6910,443616810
6911,12858052
6912,242965077
6913,242985631
6914,27627481
6915,443965950
6916,38142104
6917,435336182
6918,434134862
6919,366481108
6920,348663486
6921,348667600
6922,27636750
6923,284851995
6924,175698170
6925,389019451
6926,366577011
6927,392170766
6928,366632160
6929,98732668
6930,12860934
6931,386622025
6932,366499895
6933,366631998
6934,366567938
6935,242990560
6936,468992423
6937,6992501
6938,146366060
6939,242985446
6940,456888325
6941,366623003
6942,443996363
6943,389018844
6944,366410445
6945,242944402
6946,12773246
6947,240764911
6948,443965346
6949,12858191
6950,435306468
6951,243015789
6952,366569068
6953,53210624
6954,68693903
6955,366409822
6956,392169010
6957,12787324
6958,111751110
6959,27629918
6960,60285359
6961,98731284
6962,389052583
6963,242991266
6964,173101722
6965,366443639
6966,38204967
6967,53207422
6968,242961334
6969,146799090
6970,175697352
6971,6951831
6972,12822490
6973,396742797
6974,173104010
6975,392103680
6976,456887790
6977,12819728
6978,389042829
6979,366484732
6980,366499948
6981,146165662
6982,20419696
6983,68558376
6984,27650337
6985,60285349
6986,443996465
6987,204726130
6988,98083690
6989,240851523
6990,366485639
6991,38064645
6992,12822062
6993,366622625
6994,456864974
6995,443996536
6996,301035665
6997,434230625
6998,20444240
6999,188544025
7000,242989182
7001,414219316
7002,20486452
7003,366623651
7004,175754969
7005,188570415
7006,366355421
7007,392322459
7008,243012117
7009,243031581
7010,242969082
7011,396846918
7012,138691365
7013,175937708
7014,468988386
7015,396743073
7016,443964994
7017,348666823
7018,444009353
7019,435306995
7020,356732709
7021,175696823
7022,366528307
7023,443970987
7024,337080679
7025,434396128
7026,434396257
7027,438070664
7028,307129020
7029,307581255
7030,307732870
7031,308249146
7032,438456827
7033,438489075
7034,438544019
7035,372656080
7036,445937201
7037,445954502
7038,155096004
7039,155254427
7040,387715459
7041,243015821
7042,366576474
7043,366657478
7044,366576926
7045,458677580
7046,173090018
7047,69814662
7048,437026521
7049,38160989
7050,49464863
7051,435909051
7052,386588978
7053,366444462
7054,240812155
7055,242937719
7056,366443853
7057,366485144
7058,458655270
7059,458656521
7060,434226211
7061,443970577
7062,392036620
7063,59003084
7064,389015808
7065,27682792
7066,435881958
7067,443965267
7068,12822073
7069,240766717
7070,366527328
7071,366576892
7072,323022890
7073,392102066
7074,175831109
7075,186853393
7076,175829600
7077,12720776
7078,60284305
7079,468989064
7080,443964965
7081,49464757
7082,175830209
7083,240765137
7084,243031865
7085,444006088
7086,12787437
7087,456889693
7088,434226313
7089,366526320
7090,20423417
7091,415331969
7092,242961467
7093,348662535
7094,146800984
7095,435882496
7096,434131304
7097,415389229
7098,366568198
7099,206283293
7100,145962440
7101,435310700
7102,6991688
7103,301054903
7104,173104541
7105,356739289
7106,38141228
7107,68566695
7108,366631132
7109,443613829
7110,98042531
7111,240851561
7112,348664015
7113,27654048
7114,366527132
7115,240765041
7116,186816764
7117,366500011
7118,49456030
7119,175588478
7120,348666714
7121,366484879
7122,392037977
7123,240716138
7124,175829860
7125,7020228
7126,12858250
7127,240851686
7128,38138408
7129,240663549
7130,435908979
7131,443996873
7132,173108832
7133,188570022
7134,240766751
7135,188585502
7136,456889612
7137,111754998
7138,49504358
7139,186818070
7140,7020149
7141,38144149
7142,348662522
7143,435925357
7144,443617966
7145,350516181
7146,434237402
7147,366631539
7148,392321403
7149,12773315
7150,456864895
7151,458686325
7152,12724086
7153,366443912
7154,392322397
7155,12822754
7156,59039704
7157,242991126
7158,366399128
7159,62902584
7160,240627361
7161,242885585
7162,389046799
7163,392101999
7164,242964794
7165,366409773
7166,458682449
7167,98641332
7168,366410056
7169,444009846
7170,396734648
7171,60284478
7172,240720745
7173,27630188
7174,284851933
7175,458677704
7176,458682674
7177,396733819
7178,53207902
7179,392037504
7180,396734111
7181,49429251
7182,175938077
7183,366499842
7184,188572167
7185,240812324
7186,435928764
7187,366399919
7188,69814555
7189,6992050
7190,69839466
7191,392103737
7192,175939373
7193,366400060
7194,366527835
7195,396846816
7196,49418840
7197,175590570
7198,12858182
7199,37746566
7200,414343850
7201,242991032
7202,389019736
7203,468988975
7204,59003181
7205,243015680
7206,468993008
7207,242961249
7208,366499057
7209,437030758
7210,12858060
7211,145964099
7212,388994222
7213,456865439
7214,242969188
7215,242989068
7216,27636478
7217,242960878
7218,38312843
7219,392457736
7220,145964178
7221,434131985
7222,62938854
7223,458656094
7224,345450874
7225,415339618
7226,434239276
7227,366568356
7228,443965654
7229,146365956
7230,458682796
7231,348663715
7232,60285380
7233,242883487
7234,242985365
7235,243011532
7236,388995155
7237,468988884
7238,175696622
7239,388977921
7240,242985397
7241,243011648
7242,242939928
7243,12770257
7244,396733446
7245,240663450
7246,434239319
7247,435880226
7248,366409953
7249,68256696
7250,240849749
7251,205105411
7252,69857721
7253,6992156
7254,38143277
7255,12784699
7256,146801031
7257,435910582
7258,146364229
7259,146364090
7260,389019497
7261,389046926
7262,392170746
7263,240849844
7264,458678063
7265,82049351
7266,69857786
7267,240812259
7268,435928730
7269,27654272
7270,366399201
7271,240623376
7272,145752474
7273,434233460
7274,350517548
7275,188570278
7276,392036567
7277,12784508
7278,240623419
7279,240851625
7280,38204940
7281,27650732
7282,21285506
7283,243016317
7284,415331810
7285,458656232
7286,242968468
7287,27629761
7288,366400185
7289,68128159
7290,391993860
7291,398332380
7292,434139069
7293,242981817
7294,337184327
7295,385907263
7296,385906852
7297,438101366
7298,438117518
7299,438334071
7300,438403960
7301,438456783
7302,438529162
7303,372617178
7304,155138884
7305,155359975
7306,155454199
7307,53210629
7308,392171504
7309,240849877
7310,392456070
7311,175822881
7312,12724113
7313,366528648
7314,389082661
7315,7024326
7316,456864969
7317,366576451
7318,175696696
7319,175938842
7320,242883418
7321,242981518
7322,358117314
7323,145750634
7324,243014804
7325,311150625
7326,53210575
7327,12857869
7328,242989031
7329,366400147
7330,175754389
7331,415339896
7332,311148970
7333,458655936
7334,443970645
7335,240623371
7336,242969048
7337,434230783
7338,366484918
7339,49456032
7340,391994865
7341,240716176
7342,456889539
7343,458682472
7344,49419457
7345,240663548
7346,415370148
7347,435905983
7348,366410713
7349,443996261
7350,240716205
7351,242937691
7352,366499087
7353,12787556
7354,389081714
7355,468988925
7356,443970346
7357,243016154
7358,389051676
7359,12822351
7360,240849769
7361,38141123
7362,435310166
7363,456889336
7364,188572114
7365,27630342
7366,240662562
7367,366398960
7368,59085184
7369,443970286
7370,437030761
7371,392170498
7372,242883452
7373,27654127
7374,366568864
7375,468992405
7376,53210625
7377,350499539
7378,206283407
7379,175698552
7380,366444334
7381,242984858
7382,49429389
7383,12723571
7384,12822275
7385,437026503
7386,38131568
7387,240766738
7388,389008549
7389,458686172
7390,53207894
7391,146364167
7392,415389354
7393,27654203
7394,443996273
7395,242988827
7396,435910628
7397,435310310
7398,434134797
7399,366568312
7400,38205003
7401,27650591
7402,392455962
7403,98682157
7404,69854778
7405,146800966
7406,242991620
7407,366443849
7408,366527740
7409,49522847
7410,389043434
7411,366499258
7412,366631973
7413,392102321
7414,456888125
7415,435910684
7416,27654151
7417,366623259
7418,443995768
7419,392170144
7420,146581151
7421,243015777
7422,396734107
7423,12858150
7424,242885638
7425,366576745
7426,49418703
7427,415339656
7428,435909040
7429,366623685
7430,243008005
7431,456888519
7432,49544774
7433,240623397
7434,388994568
7435,348667759
7436,389082651
7437,242960877
7438,333799916
7439,69857837
7440,415389329
7441,12860889
7442,21285558
7443,12784193
7444,145962416
7445,389052468
7446,366631613
7447,38116745
7448,146799145
7449,468992586
7450,434232977
7451,434138534
7452,146364205
7453,59001972
7454,27683062
7455,20444610
7456,396734135
7457,443585770
7458,389081542
7459,366631603
7460,458656100
7461,458681912
7462,435903983
7463,443966050
7464,53207934
7465,82052229
7466,188580258
7467,435923590
7468,333799978
7469,458655926
7470,175590664
7471,12686348
7472,69854770
7473,425465916
7474,173090080
7475,111751181
7476,458685949
7477,240662527
7478,435310117
7479,443996480
7480,242939949
7481,146165610
7482,434234335
7483,435905925
7484,69766604
7485,27679374
7486,311151087
7487,389019842
7488,9761338
7489,53210063
7490,434229010
7491,146165652
7492,345454031
7493,242968872
7494,173109699
7495,175696772
7496,242885572
7497,356739363
7498,366526540
7499,458678358
7500,366499196
7501,392320981
7502,389018839
7503,443965926
7504,443996852
7505,434131925
7506,415369813
7507,311151000
7508,366528466
7509,240810510
7510,348666530
7511,27627208
7512,366568048
7513,21184563
7514,38138573
7515,60284416
7516,366576255
7517,443996189
7518,458683000
7519,366527890
7520,456864871
7521,444009626
7522,437030331
7523,348662643
7524,348662669
7525,62902685
7526,12686252
7527,38158319
7528,98732103
7529,240810536
7530,366569063
7531,468988063
7532,458655650
7533,243014968
7534,366355453
7535,12822755
7536,348663607
7537,337078612
7538,437897928
7539,385812992
7540,438069990
7541,438106744
7542,438288625
7543,438286301
7544,438334710
7545,438364945
7546,438367863
7547,438426099
7548,307250899
7549,307249920
7550,307476471
7551,307816087
7552,438491292
7553,337262947
7554,155095534
7555,387715685
7556,387716409
7557,155454841
7558,175696055
7559,345454029
7560,12652750
7561,205370868
7562,59038583
7563,435909161
7564,27636549
7565,366409762
7566,366500259
7567,366499964
7568,392455236
7569,389051563
7570,146799171
7571,311151251
7572,175938503
7573,392456090
7574,434232859
7575,6951773
7576,175754600
7577,435336023
7578,366657765
7579,458685997
7580,444009545
7581,311148986
7582,389009851
7583,12720789
7584,434139091
7585,434128433
7586,59039504
7587,366577354
7588,366568410
7589,240716085
7590,240810411
7591,243010808
7592,366399073
7593,366499759
7594,69763450
7595,456888648
7596,366354221
7597,12723632
7598,146366045
7599,59038490
7600,242985047
7601,366631299
7602,111751135
7603,366568563
7604,242944791
7605,392327971
7606,12857882
7607,311150853
7608,348662912
7609,389052669
7610,366577159
7611,49416926
7612,242985308
7613,366355519
7614,396847219
7615,443995812
7616,300965083
7617,188580317
7618,242944155
7619,458655092
7620,458678212
7621,458681692
7622,443583001
7623,242991612
7624,49418842
7625,38161035
7626,348663372
7627,6997344
7628,366527619
7629,21221837
7630,458678321
7631,366499308
7632,20495035
7633,60285378
7634,20423367
7635,366577118
7636,240662560
7637,242939910
7638,407941563
7639,434234739
7640,396733556
7641,146581173
7642,366499949
7643,138691334
7644,392170416
7645,445927633
7646,366484939
7647,458678076
7648,82049295
7649,435882022
7650,240812315
7651,188573244
7652,435340131
7653,388995475
7654,243031481
7655,366399857
7656,240810381
7657,434131343
7658,242994405
7659,366400052
7660,468988890
7661,284852061
7662,366568603
7663,323023426
7664,12723871
7665,242994397
7666,435880578
7667,240720873
7668,242964828
7669,175587824
7670,69889941
7671,146163780
7672,242937622
7673,69818056
7674,242981597
7675,6951717
7676,468988977
7677,243031360
7678,366399976
7679,6997954
7680,38312886
7681,12784810
7682,12857633
7683,111716632
7684,435306405
7685,242995550
7686,366355011
7687,366399783
7688,444009830
7689,243011678
7690,456889235
7691,402313411
7692,173145828
7693,300975573
7694,12723522
7695,443970905
7696,136819394
7697,434138565
7698,345454113
7699,186812807
7700,69890014
7701,435880464
7702,38159913
7703,146364088
7704,146366014
7705,402313703
7706,366410292
7707,21289539
7708,443995726
7709,458682692
7710,69890011
7711,240812310
7712,366354582
7713,21273477
7714,392169789
7715,175937322
7716,69854908
7717,366528389
7718,443965156
7719,366576590
7720,443965759
7721,435905994
7722,468989070
7723,145962233
7724,111716708
7725,323022223
7726,145964087
7727,434139045
7728,389009322
7729,392169791
7730,366623665
7731,12721065
7732,435310415
7733,348721996
7734,38138529
7735,242984834
7736,366623641
7737,392456730
7738,240812223
7739,437026674
7740,413939286
7741,69766708
7742,345457345
7743,242995340
7744,366485150
7745,366567830
7746,366577368
7747,82054778
7748,318429720
7749,242944250
7750,59084511
7751,240812174
7752,7020101
7753,38158163
7754,434396257
7755,438070664
7756,307129020
7757,307581255
7758,307732870
7759,308249146
7760,438456827
7761,438489075
7762,438544019
7763,372656080
7764,445937201
7765,445954502
7766,155096004
7767,155254427
7768,387715459
7769,243015821
7770,366576474
7771,366657478
7772,366576926
7773,458677580
7774,173090018
7775,69814662
7776,437026521
7777,38160989
7778,49464863
7779,435909051
7780,386588978
7781,366444462
7782,240812155
7783,242937719
7784,366443853
7785,366485144
7786,458655270
7787,458656521
7788,434226211
7789,443970577
7790,392036620
7791,59003084
7792,389015808
7793,27682792
7794,435881958
7795,443965267
7796,12822073
7797,240766717
7798,366527328
7799,366576892
7800,323022890
7801,392102066
7802,175831109
7803,186853393
7804,175829600
7805,12720776
7806,60284305
7807,468989064
7808,443964965
7809,49464757
7810,175830209
7811,240765137
7812,243031865
7813,444006088
7814,12787437
7815,456889693
7816,434226313
7817,366526320
7818,20423417
7819,415331969
7820,242961467
7821,348662535
7822,146800984
7823,435882496
7824,434131304
7825,415389229
7826,366568198
7827,206283293
7828,145962440
7829,435310700
7830,6991688
7831,301054903
7832,173104541
7833,356739289
7834,38141228
7835,68566695
7836,366631132
7837,443613829
7838,98042531
7839,240851561
7840,348664015
7841,27654048
7842,366527132
7843,240765041
7844,186816764
7845,366500011
7846,49456030
7847,175588478
7848,348666714
7849,366484879
7850,392037977
7851,240716138
7852,175829860
7853,7020228
7854,12858250
7855,240851686
7856,38138408
7857,240663549
7858,435908979
7859,443996873
7860,173108832
7861,188570022
7862,240766751
7863,188585502
7864,456889612
7865,111754998
7866,49504358
7867,186818070
7868,7020149
7869,38144149
7870,348662522
7871,435925357
7872,443617966
7873,350516181
7874,434237402
7875,366631539
7876,392321403
7877,12773315
7878,456864895
7879,458686325
7880,12724086
7881,366443912
7882,392322397
7883,12822754
7884,59039704
7885,242991126
7886,366399128
7887,62902584
7888,240627361
7889,242885585
7890,389046799
7891,392101999
7892,242964794
7893,366409773
7894,458682449
7895,98641332
7896,366410056
7897,444009846
7898,396734648
7899,60284478
7900,240720745
7901,27630188
7902,284851933
7903,458677704
7904,458682674
7905,396733819
7906,53207902
7907,392037504
7908,396734111
7909,49429251
7910,175938077
7911,366499842
7912,188572167
7913,240812324
7914,435928764
7915,366399919
7916,69814555
7917,6992050
7918,69839466
7919,392103737
7920,175939373
7921,366400060
7922,366527835
7923,396846816
7924,49418840
7925,175590570
7926,12858182
7927,37746566
7928,414343850
7929,242991032
7930,389019736
7931,468988975
7932,59003181
7933,243015680
7934,468993008
7935,242961249
7936,366499057
7937,437030758
7938,12858060
7939,145964099
7940,388994222
7941,456865439
7942,242969188
7943,242989068
7944,27636478
7945,242960878
7946,38312843
7947,392457736
7948,145964178
7949,434131985
7950,62938854
7951,458656094
7952,345450874
7953,415339618
7954,434239276
7955,366568356
7956,443965654
7957,146365956
7958,458682796
7959,348663715
7960,60285380
7961,242883487
7962,242985365
7963,243011532
7964,388995155
7965,468988884
7966,175696622
7967,388977921
7968,242985397
7969,243011648
7970,242939928
7971,12770257
7972,396733446
7973,240663450
7974,434239319
7975,435880226
7976,366409953
7977,68256696
7978,240849749
7979,205105411
7980,69857721
7981,6992156
7982,38143277
7983,12784699
7984,146801031
7985,435910582
7986,146364229
7987,146364090
7988,389019497
7989,389046926
7990,392170746
7991,240849844
7992,458678063
7993,82049351
7994,69857786
7995,240812259
7996,435928730
7997,27654272
7998,366399201
7999,240623376
8000,145752474
8001,434233460
8002,350517548
8003,188570278
8004,392036567
8005,12784508
8006,240623419
8007,240851625
8008,38204940
8009,27650732
8010,21285506
8011,243016317
8012,415331810
8013,458656232
8014,242968468
8015,27629761
8016,366400185
8017,68128159
8018,391993860
8019,398332380
8020,434139069
8021,242981817
8022,337184327
8023,385907263
8024,385906852
8025,438101366
8026,438117518
8027,438334071
8028,438403960
8029,438456783
8030,438529162
8031,372617178
8032,155138884
8033,155359975
8034,155454199
8035,53210629
8036,392171504
8037,240849877
8038,392456070
8039,175822881
8040,12724113
8041,366528648
8042,389082661
8043,7024326
8044,456864969
8045,366576451
8046,175696696
8047,175938842
8048,242883418
8049,242981518
8050,358117314
8051,145750634
8052,243014804
8053,311150625
8054,53210575
8055,12857869
8056,242989031
8057,366400147
8058,175754389
8059,415339896
8060,311148970
8061,458655936
8062,443970645
8063,240623371
8064,242969048
8065,434230783
8066,366484918
8067,49456032
8068,391994865
8069,240716176
8070,456889539
8071,458682472
8072,49419457
8073,240663548
8074,415370148
8075,435905983
8076,366410713
8077,443996261
8078,240716205
8079,242937691
8080,366499087
8081,12787556
8082,389081714
8083,468988925
8084,443970346
8085,243016154
8086,389051676
8087,12822351
8088,240849769
8089,38141123
8090,435310166
8091,456889336
8092,188572114
8093,27630342
8094,240662562
8095,366398960
8096,59085184
8097,443970286
8098,437030761
8099,392170498
8100,242883452
8101,27654127
8102,366568864
8103,468992405
8104,53210625
8105,350499539
8106,206283407
8107,175698552
8108,366444334
8109,242984858
8110,49429389
8111,12723571
8112,12822275
8113,437026503
8114,38131568
8115,240766738
8116,389008549
8117,458686172
8118,53207894
8119,146364167
8120,415389354
8121,27654203
8122,443996273
8123,242988827
8124,435910628
8125,435310310
8126,434134797
8127,366568312
8128,38205003
8129,27650591
8130,392455962
8131,98682157
8132,69854778
8133,146800966
8134,242991620
8135,366443849
8136,366527740
8137,49522847
8138,389043434
8139,366499258
8140,366631973
8141,392102321
8142,456888125
8143,435910684
8144,27654151
8145,366623259
8146,443995768
8147,392170144
8148,146581151
8149,243015777
8150,396734107
8151,12858150
8152,242885638
8153,366576745
8154,49418703
8155,415339656
8156,435909040
8157,366623685
8158,243008005
8159,456888519
8160,49544774
8161,240623397
8162,388994568
8163,348667759
8164,389082651
8165,242960877
8166,333799916
8167,69857837
8168,415389329
8169,12860889
8170,21285558
8171,12784193
8172,145962416
8173,389052468
8174,366631613
8175,38116745
8176,146799145
8177,468992586
8178,434232977
8179,434138534
8180,146364205
8181,59001972
8182,27683062
8183,20444610
8184,396734135
8185,443585770
8186,389081542
8187,366631603
8188,458656100
8189,458681912
8190,435903983
8191,443966050
8192,53207934
8193,82052229
8194,188580258
8195,435923590
8196,333799978
8197,458655926
8198,175590664
8199,12686348
8200,69854770
8201,425465916
8202,173090080
8203,111751181
8204,458685949
8205,240662527
8206,435310117
8207,443996480
8208,242939949
8209,146165610
8210,434234335
8211,435905925
8212,69766604
8213,27679374
8214,311151087
8215,389019842
8216,9761338
8217,53210063
8218,434229010
8219,146165652
8220,345454031
8221,242968872
8222,173109699
8223,175696772
8224,242885572
8225,356739363
8226,366526540
8227,458678358
8228,366499196
8229,392320981
8230,389018839
8231,443965926
8232,443996852
8233,434131925
8234,415369813
8235,311151000
8236,366528466
8237,240810510
8238,348666530
8239,27627208
8240,366568048
8241,21184563
8242,38138573
8243,60284416
8244,366576255
8245,443996189
8246,458683000
8247,366527890
8248,456864871
8249,444009626
8250,437030331
8251,348662643
8252,348662669
8253,62902685
8254,12686252
8255,38158319
8256,98732103
8257,240810536
8258,366569063
8259,468988063
8260,458655650
8261,243014968
8262,366355453
8263,12822755
8264,348663607
8265,337078612
8266,437897928
8267,385812992
8268,438069990
8269,438106744
8270,438288625
8271,438286301
8272,438334710
8273,438364945
8274,438367863
8275,438426099
8276,307250899
8277,307249920
8278,307476471
8279,307816087
8280,438491292
8281,337262947
8282,155095534
8283,387715685
8284,387716409
8285,155454841
8286,175696055
8287,345454029
8288,12652750
8289,205370868
8290,59038583
8291,435909161
8292,27636549
8293,366409762
8294,366500259
8295,366499964
8296,392455236
8297,389051563
8298,146799171
8299,311151251
8300,175938503
8301,392456090
8302,434232859
8303,6951773
8304,175754600
8305,435336023
8306,366657765
8307,458685997
8308,444009545
8309,311148986
8310,389009851
8311,12720789
8312,434139091
8313,434128433
8314,59039504
8315,366577354
8316,366568410
8317,240716085
8318,240810411
8319,243010808
8320,366399073
8321,366499759
8322,69763450
8323,456888648
8324,366354221
8325,12723632
8326,146366045
8327,59038490
8328,242985047
8329,366631299
8330,111751135
8331,366568563
8332,242944791
8333,392327971
8334,12857882
8335,311150853
8336,348662912
8337,389052669
8338,366577159
8339,49416926
8340,242985308
8341,366355519
8342,396847219
8343,443995812
8344,300965083
8345,188580317
8346,242944155
8347,458655092
8348,458678212
8349,458681692
8350,443583001
8351,242991612
8352,49418842
8353,38161035
8354,348663372
8355,6997344
8356,366527619
8357,21221837
8358,458678321
8359,366499308
8360,20495035
8361,60285378
8362,20423367
8363,366577118
8364,240662560
8365,242939910
8366,407941563
8367,434234739
8368,396733556
8369,146581173
8370,366499949
8371,138691334
8372,392170416
8373,445927633
8374,366484939
8375,458678076
8376,82049295
8377,435882022
8378,240812315
8379,188573244
8380,435340131
8381,388995475
8382,243031481
8383,366399857
8384,240810381
8385,434131343
8386,242994405
8387,366400052
8388,468988890
8389,284852061
8390,366568603
8391,323023426
8392,12723871
8393,242994397
8394,435880578
8395,240720873
8396,242964828
8397,175587824
8398,69889941
8399,146163780
8400,242937622
8401,69818056
8402,242981597
8403,6951717
8404,468988977
8405,243031360
8406,366399976
8407,6997954
8408,38312886
8409,12784810
8410,12857633
8411,111716632
8412,435306405
8413,242995550
8414,366355011
8415,366399783
8416,444009830
8417,243011678
8418,456889235
8419,402313411
8420,173145828
8421,300975573
8422,12723522
8423,443970905
8424,136819394
8425,434138565
8426,345454113
8427,186812807
8428,69890014
8429,435880464
8430,38159913
8431,146364088
8432,146366014
8433,402313703
8434,366410292
8435,21289539
8436,443995726
8437,458682692
8438,69890011
8439,240812310
8440,366354582
8441,21273477
8442,392169789
8443,175937322
8444,69854908
8445,366528389
8446,443965156
8447,366576590
8448,443965759
8449,435905994
8450,468989070
8451,145962233
8452,111716708
8453,323022223
8454,145964087
8455,434139045
8456,389009322
8457,392169791
8458,366623665
8459,12721065
8460,435310415
8461,348721996
8462,38138529
8463,242984834
8464,366623641
8465,392456730
8466,240812223
8467,437026674
8468,413939286
8469,69766708
8470,345457345
8471,242995340
8472,366485150
8473,366567830
8474,366577368
8475,82054778
8476,318429720
8477,242944250
8478,59084511
8479,240812174
8480,7020101
8481,38158163
8482,66820444
8483,392322497
8484,111716757
8485,242994606
8486,434233381
8487,240627308
8488,291074596
8489,68124728
8490,146364155
8491,146800988
8492,434159701
8493,413760839
8494,205238026
8495,240663429
8496,111753912
8497,146364177
8498,146799059
8499,323184553
8500,12819879
8501,434234415
8502,6991607
8503,68416599
8504,12720919
8505,366495896
8506,366576898
8507,434128292
8508,323022239
8509,240810493
8510,6997916
8511,62902609
8512,59085044
8513,291108687
8514,12685912
8515,366400175
8516,366444698
8517,392328439
8518,435880432
8519,366400232
8520,468992625
8521,396742586
8522,67822997
8523,435906163
8524,366410281
8525,145964098
8526,59003076
8527,366526478
8528,98083962
8529,348662877
8530,468983953
8531,443964753
8532,392171562
8533,59038602
8534,311148873
8535,366399058
8536,77679115
8537,415336047
8538,138691369
8539,38115383
8540,27650472
8541,392330643
8542,12819895
8543,392103410
8544,438055148
8545,385815656
8546,438067784
8547,438067713
8548,438316348
8549,438401915
8550,307372292
8551,307371191
8552,307581866
8553,307581371
8554,438519819
8555,445959619
8556,155095989
8557,155139894
8558,155255069
8559,12822750
8560,27654225
8561,284851891
8562,380166472
8563,68560440
8564,205758861
8565,242960806
8566,68054547
8567,242961153
8568,443969912
8569,98305756
8570,98642319
8571,240810526
8572,366410801
8573,206076630
8574,242944639
8575,389015638
8576,458677142
8577,98225585
8578,242944646
8579,389015630
8580,366444266
8581,443996634
8582,348662145
8583,68055091
8584,435908961
8585,396734224
8586,443586498
8587,98732916
8588,146364186
8589,242885739
8590,348721994
8591,173090049
8592,240623367
8593,145532837
8594,396742562
8595,437030399
8596,49504809
8597,242990946
8598,366657707
8599,82054979
8600,392322381
8601,12686194
8602,240851568
8603,175936953
