,0
3275,175831544
3276,439852818
3277,98372245
3278,388994170
3279,392321494
3280,240663515
3281,38141184
3282,173096783
3283,413765842
3284,60254723
3285,366500104
3286,392036376
3287,204790410
3288,173145877
3289,49504479
3290,291074991
3291,20537341
3292,27636503
3293,366499711
3294,146579280
3295,38159608
3296,366443704
3297,468992425
3298,458681822
3299,366443752
3300,458686334
3301,27679105
3302,366400056
3303,468988873
3304,444005810
3305,186818013
3306,27679017
3307,366568724
3308,458655503
3309,173165491
3310,111716573
3311,434234714
3312,27636639
3313,396734513
3314,443995966
3315,68564666
3316,291108366
3317,69910511
3318,38144291
3319,49523200
3320,27630246
3321,111751151
3322,458655160
3323,366577136
3324,173090074
3325,173108716
3326,392328548
3327,175589896
3328,396742980
3329,392258829
3330,414155275
3331,366577151
3332,173096693
3333,366568291
3334,173145222
3335,27650633
3336,38160681
3337,366500112
3338,20444449
3339,12858033
3340,173145028
3341,366443712
3342,392330553
3343,175698557
3344,366623224
3345,49522771
3346,443970135
3347,98373149
3348,366399048
3349,444005795
3350,175938425
3351,443617572
3352,392321932
3353,366443999
3354,82049565
3355,27679382
3356,37662862
3357,37664958
3358,136819444
3359,136819375
3360,244136333
3361,244161191
3362,423355480
3363,336878177
3364,337184743
3365,434396187
3366,385753932
3367,385814111
3368,385813445
3369,438105485
3370,438117692
3371,438118879
3372,438153873
3373,438210758
3374,438292337
3375,306609438
3376,307016249
3377,307016298
3378,307131742
3379,59616469
3380,59612502
3381,307249403
3382,307585255
3383,387143067
3384,10001250777
3385,155365053
3386,387614681
3387,387612750
3388,387613360
3389,155453743
3390,155453429
3391,6991959
3392,396734341
3393,366632243
3394,49418751
3395,20486417
3396,392170483
3397,27679219
3398,38143698
3399,49544793
3400,205454470
3401,366444227
3402,20486447
3403,49546744
3404,20423326
3405,396733793
3406,38160822
3407,173145714
3408,49427259
3409,175697769
3410,98299859
3411,443617603
3412,145964186
3413,435333070
3414,366354694
3415,38160764
3416,443588637
3417,240662585
3418,27650676
3419,49544748
3420,27679099
3421,59038619
3422,27636730
3423,366568155
3424,173108964
3425,366444008
3426,396733920
3427,62903256
3428,456889152
3429,435882443
3430,38144216
3431,392168486
3432,435906258
3433,468989124
3434,323183191
3435,414163490
3436,82049327
3437,444006028
3438,49427310
3439,38143304
3440,392037833
3441,175637409
3442,435339600
3443,366622655
3444,173097289
3445,443609241
3446,12787378
3447,398376992
3448,392036292
3449,392169242
3450,240851547
3451,173108930
3452,437030318
3453,380640687
3454,435905856
3455,366528936
3456,350497571
3457,175751044
3458,62905408
3459,175938518
3460,458677550
3461,38138470
3462,392456489
3463,366577122
3464,443996758
3465,58960001
3466,333799971
3467,392457915
3468,173163089
3469,291066952
3470,98468284
3471,175636637
3472,366485309
3473,38116208
3474,38142072
3475,415335848
3476,173108666
3477,435332309
3478,38143714
3479,68431838
3480,27679391
3481,49455964
3482,399123957
3483,175938704
3484,27650406
3485,337608118
3486,396847258
3487,173165603
3488,27650536
3489,366622841
3490,366495791
3491,389009766
3492,38143314
3493,38160038
3494,81986367
3495,98680761
3496,173097561
3497,12861077
3498,366623554
3499,392036255
3500,173145281
3501,38141063
3502,392457393
3503,20495025
3504,468988171
3505,443996607
3506,311151171
3507,98642219
3508,443970782
3509,173108808
3510,345454393
3511,366567782
3512,82054726
3513,175939147
3514,366400189
3515,366409785
3516,366485214
3517,458681670
3518,38115311
3519,243015707
3520,443617597
3521,49426984
3522,366410274
3523,49504699
3524,173096674
3525,68053818
3526,27654242
3527,366657488
3528,12787426
3529,49523310
3530,49429952
3531,388977905
3532,38160093
3533,173145810
3534,366623573
3535,443996352
3536,38139245
3537,49418688
3538,175636496
3539,206283305
3540,366399964
3541,458681701
3542,458681850
3543,392036753
3544,98732405
3545,458655541
3546,458655850
3547,458682232
3548,443614580
3549,388994485
3550,186816803
3551,444005996
3552,98733024
3553,366631586
3554,38116730
3555,205338091
3556,12784858
3557,366568025
3558,173098837
3559,173163138
3560,323022221
3561,175696140
3562,366657495
3563,173145881
3564,81986277
3565,389009650
3566,186817020
3567,366499170
3568,366527909
3569,20486582
3570,366623130
3571,443970873
3572,392322536
3573,366568067
3574,396846967
3575,434234988
3576,443617678
3577,291108317
3578,49426755
3579,366355496
3580,392037845
3581,205522189
3582,27679177
3583,366406463
3584,468992976
3585,443971156
3586,175937946
3587,27629531
3588,458677162
3589,37652615
3590,301054916
3591,408015267
3592,244136210
3593,37750773
3594,244163493
3595,244164378
3596,9098034
3597,9632533
3598,438051406
3599,438052223
3600,438053831
3601,385809929
3602,385909142
3603,438070958
3604,438105531
3605,438101915
3606,438163522
3607,438292295
3608,438321935
3609,438318833
3610,438338395
3611,438337653
3612,438365658
3613,306607223
3614,307248333
3615,307250459
3616,307950999
3617,308063036
3618,308170645
3619,438510895
3620,155016973
3621,387141451
3622,155302363
3623,155359340
3624,155359334
3625,155313089
3626,155313952
3627,392330913
3628,366622352
3629,333799974
3630,392169427
3631,388995139
3632,366485584
3633,366526530
3634,386622134
3635,366444471
3636,366485424
3637,21221803
3638,380640243
3639,188572037
3640,204790262
3641,242965446
3642,27682998
3643,366568507
3644,414163491
3645,366399992
3646,173090076
3647,175588676
3648,175696307
3649,175751670
3650,240851576
3651,366395519
3652,366568780
3653,38114155
3654,173097336
3655,49418874
3656,443965477
3657,38065734
3658,175637874
3659,435908623
3660,6951720
3661,396847314
3662,392321031
3663,444009797
3664,242985004
3665,392169976
3666,435310464
3667,396742596
3668,392329226
3669,205371269
3670,7024744
3671,437030360
3672,49465049
3673,38161073
3674,366576770
3675,458682259
3676,173102277
3677,66923180
3678,392170607
3679,392323000
3680,392328255
3681,7020069
3682,242981586
3683,243010641
3684,392457202
3685,468993099
3686,173102252
3687,12787442
3688,435923506
3689,380166666
3690,323022561
3691,27650485
3692,366485342
3693,366485454
3694,458655184
3695,242883451
3696,366527404
3697,38144336
3698,323022398
3699,49522911
3700,82054871
3701,12720956
3702,389010140
3703,62905393
3704,186817070
3705,366576995
3706,366631203
3707,392321506
3708,425465505
3709,173108824
3710,82052118
3711,68567741
3712,98642180
3713,27683022
3714,366500114
3715,27636820
3716,396734169
3717,38144324
3718,68500300
3719,413760732
3720,366622477
3721,366631163
3722,12819743
3723,188570436
3724,6997257
3725,396733922
3726,443996915
3727,392322127
3728,27636692
3729,366443825
3730,458682220
3731,38116734
3732,356732634
3733,458685938
3734,366355381
3735,366576785
3736,21273515
3737,366576289
3738,396734282
3739,49504356
3740,175636826
3741,398376427
3742,366481183
3743,443965298
3744,437026392
3745,188572119
3746,173165801
3747,366485083
3748,366577210
3749,366657800
3750,396733942
3751,175590505
3752,434138533
3753,366410778
3754,12858373
3755,366576616
3756,7020083
3757,20419374
3758,396847074
3759,175587889
3760,366443980
3761,67895891
3762,392169609
3763,414155376
3764,366564799
3765,366567993
3766,366622798
3767,49464551
3768,366484643
3769,240849763
3770,366632075
3771,38085716
3772,49462588
3773,391993466
3774,389051510
3775,437030449
3776,175750901
3777,27679053
3778,366499326
3779,146579287
3780,434234467
3781,12858118
3782,468989077
3783,175937261
3784,98731817
3785,49427200
3786,38086860
3787,398332182
3788,366484970
3789,437026655
3790,392457492
3791,392329552
3792,242985234
3793,243010858
3794,175937738
3795,242937649
3796,458682148
3797,366398894
3798,366527878
3799,366576531
3800,68256634
3801,49523198
3802,291067426
3803,392454932
3804,366526754
3805,434233425
3806,366410494
3807,434131493
3808,366657756
3809,38159955
3810,392102095
3811,398485069
3812,337608096
3813,396734369
3814,175830013
3815,175830298
3816,21285422
3817,37695825
3818,408012718
3819,244136423
3820,423357322
3821,9098856
3822,151512314
3823,336876762
3824,336816702
3825,337078710
3826,434367118
3827,434396721
3828,437901297
3829,385758048
3830,385903188
3831,438108883
3832,438118251
3833,438155590
3834,438163929
3835,438210385
3836,438306662
3837,438308498
3838,438305559
3839,438402150
3840,306904168
3841,307128648
3842,307251215
3843,307476030
3844,307583325
3845,387716346
3846,387716184
3847,155454909
3848,392170891
3849,175588251
3850,366355466
3851,6991934
3852,337608171
3853,27636816
3854,175751725
3855,323023408
3856,435903837
3857,458656357
3858,175754458
3859,443965178
3860,38138581
3861,173145119
3862,98732911
3863,175830596
3864,204790623
3865,12857847
3866,186812754
3867,175589956
3868,366623552
3869,188573364
3870,443996456
3871,323183272
3872,205651543
3873,366528957
3874,366526722
3875,443617668
3876,68053008
3877,49426765
3878,98682056
3879,366622906
3880,12857866
3881,242965755
3882,7061092
3883,186816874
3884,444005754
3885,98469437
3886,458685953
3887,175590891
3888,205454545
3889,389043773
3890,443970125
3891,68567242
3892,98732974
3893,146581160
3894,146579326
3895,366443401
3896,38141152
3897,38064558
3898,82052184
3899,98641995
3900,38141968
3901,82049610
3902,82055035
3903,68164437
3904,98732692
3905,49462541
3906,437030406
3907,366499271
3908,443996367
3909,12784816
3910,366577167
3911,392321600
3912,27629556
3913,291090224
3914,242937780
3915,62905395
3916,82052142
3917,323182973
3918,323014423
3919,175828807
3920,468984016
3921,173096805
3922,49427499
3923,392458136
3924,366410551
3925,98732608
3926,392330506
3927,366410282
3928,458656090
3929,175829064
3930,366406446
3931,366623377
3932,458682670
3933,49418960
3934,175938711
3935,366657449
3936,366631960
3937,38116628
3938,434135720
3939,443996823
3940,38144239
3941,392036914
3942,392321578
3943,98681413
3944,38114095
3945,49426670
3946,366499838
3947,444009458
3948,59039424
3949,443969818
3950,392322092
3951,27654130
3952,366495916
3953,205337186
3954,443966075
3955,392169364
3956,402313688
3957,20495033
3958,60284464
3959,7060973
3960,458682444
3961,12858192
3962,301052809
3963,173163099
3964,392036969
3965,175696012
3966,173097403
3967,38159758
3968,366399567
3969,20486461
3970,175823118
3971,175831558
3972,240764991
3973,38141709
3974,205651744
3975,366657769
3976,435335991
3977,350475014
3978,392328295
3979,175588836
3980,415389545
3981,435910720
3982,7020214
3983,81986186
3984,392037796
3985,366444308
3986,458681625
3987,434139222
3988,204726192
3989,27679284
3990,443996679
3991,173103800
3992,49426910
3993,82052306
3994,175823032
3995,458682081
3996,435332449
3997,386589020
3998,366500312
3999,366568485
4000,458678444
4001,98732342
4002,348722270
4003,392037401
4004,323182580
4005,392330600
4006,468992729
4007,414154843
4008,175938845
4009,204819321
4010,366444356
4011,366622912
4012,366631676
4013,173098851
4014,98174307
4015,392171437
4016,240663428
4017,468989066
4018,399151893
4019,366577452
4020,21221710
4021,458682506
4022,49426835
4023,350475578
4024,392328731
4025,323183244
4026,98731915
4027,458678210
4028,27636645
4029,366484913
4030,20419367
4031,468987885
4032,458676992
4033,67896229
4034,7025076
4035,173163869
4036,27650549
4037,284852018
4038,6992102
4039,366568518
4040,173163206
4041,240812230
4042,389051550
4043,366568416
4044,366576199
4045,284851951
4046,366399453
4047,49426848
4048,392038313
4049,392457032
4050,188573388
4051,396846751
4052,173145075
4053,284852129
4054,68413128
4055,414335928
4056,366484381
4057,173107394
4058,145750674
4059,366355185
4060,175754962
4061,443996667
4062,53207954
4063,173104069
4064,20444527
4065,396846678
4066,443996529
4067,323014268
4068,414219315
4069,175831415
4070,300975611
4071,244138641
4072,9700314
4073,434328530
4074,438054528
4075,438068818
4076,438153016
4077,438163105
4078,438229490
4079,438309870
4080,438412464
4081,438413481
4082,307252298
4083,307375618
4084,307475805
4085,308066448
4086,308259288
4087,438490377
4088,438491196
4089,445956101
4090,445961468
4091,155093953
4092,155095262
4093,155365038
4094,387612680
4095,387715026
4096,155458871
4097,413945183
4098,60284292
4099,392101721
4100,175937186
4101,366499953
4102,173103957
4103,444009406
4104,38143458
4105,468988722
4106,396734078
4107,291075006
4108,366485145
4109,458682864
4110,392103497
4111,435906224
4112,392454945
4113,284852069
4114,366495819
4115,173163813
4116,175831184
4117,7025081
4118,366623004
4119,173103761
4120,392456037
4121,348667645
4122,396734437
4123,173165584
4124,366444292
4125,38158377
4126,392329429
4127,12858555
4128,7024797
4129,337608192
4130,396733989
4131,444006333
4132,62902691
4133,242960590
4134,27636697
4135,458682696
4136,20537266
4137,10000580701
4138,66751241
4139,366355346
4140,434260446
4141,175829070
4142,434260571
4143,443965209
4144,38088016
4145,38113968
4146,415389306
4147,49522899
4148,98731792
4149,27650383
4150,6892604
4151,392169011
4152,242969034
4153,60285395
4154,333799914
4155,27630048
4156,366410297
4157,62903309
4158,443583038
4159,392322580
4160,49504522
4161,345457473
4162,366623243
4163,49429913
4164,27679356
4165,291066954
4166,175695405
4167,20444608
4168,98641929
4169,175829091
4170,443996054
4171,175636228
4172,12858309
4173,7020230
4174,458677496
4175,60255918
4176,21245162
4177,173109431
4178,366399448
4179,366400112
4180,49544431
4181,366444557
4182,21273537
4183,38088184
4184,173102113
4185,366409965
4186,366526884
4187,98182014
4188,366631256
4189,27629777
4190,386589127
4191,59001969
4192,435882484
4193,60254810
4194,82054922
4195,443995899
4196,366631326
4197,425465473
4198,366399901
4199,6951409
4200,82049375
4201,206283225
4202,366437945
4203,396742585
4204,38085530
4205,323014543
4206,27650730
4207,173163161
4208,49426931
4209,456888027
4210,38087997
4211,38115464
4212,98641807
4213,175829322
4214,366399746
4215,443610097
4216,6991929
4217,366499826
4218,98468576
4219,458678405
4220,175755435
4221,205338694
4222,175829132
4223,435909180
4224,186816924
4225,366622555
4226,53207396
4227,366526443
4228,98373264
4229,399151905
4230,175638681
4231,323022255
4232,188573269
4233,366355101
4234,20444484
4235,458682230
4236,366657519
4237,366527483
4238,437030362
4239,173109612
4240,458655020
4241,443995928
4242,366485217
4243,366569038
4244,53190651
4245,49419159
4246,59084987
4247,20444525
4248,396733637
4249,173089995
4250,68255813
4251,21273657
4252,468992781
4253,186818027
4254,49464943
4255,323183308
4256,366395530
4257,173163005
4258,242994574
4259,38131673
4260,366484685
4261,49456040
4262,396733748
4263,437030781
4264,98642104
4265,175939375
4266,68405187
4267,392102074
4268,392171524
4269,389081693
4270,399151896
4271,188569980
4272,458678322
4273,291090207
4274,366400103
4275,458682366
4276,392103969
4277,82052373
4278,175828761
4279,6859676
4280,350497579
4281,27627652
4282,337608221
4283,49462605
4284,284852248
4285,62938860
4286,468988229
4287,53210653
4288,49419176
4289,291108651
4290,408012947
4291,244136341
4292,244138651
4293,423355466
4294,9003139
4295,9005613
4296,337184260
4297,385813491
4298,438164335
4299,438209368
4300,438228719
4301,438289999
4302,438334211
4303,438335338
4304,438337459
4305,438366152
4306,438413002
4307,438411931
4308,438426964
4309,385989504
4310,307017925
4311,307131057
4312,307251280
4313,308062700
4314,438511712
4315,155095726
4316,155094986
4317,155094790
4318,155094606
4319,155141231
4320,155254615
4321,155313250
4322,155313289
4323,175589891
4324,468987796
4325,173163876
4326,175829060
4327,146801063
4328,392103485
4329,366623603
4330,173103699
4331,242991084
4332,468988131
4333,468992837
4334,27626703
4335,49429273
4336,98680483
4337,146163754
4338,204790530
4339,392320717
4340,392330429
4341,240812226
4342,27679294
4343,98641827
4344,366527200
4345,392454638
4346,175589881
4347,366576335
4348,366576758
4349,175636778
4350,175754069
4351,392330184
4352,388994496
4353,59085212
4354,458682878
4355,38141735
4356,389009510
4357,366484412
4358,98306092
4359,6859924
4360,366399639
4361,366528765
4362,443996309
4363,175830518
4364,284852192
4365,20419676
4366,392328780
4367,98641525
4368,175939686
4369,323181391
4370,175698421
4371,49429230
4372,291074622
4373,175829534
4374,173163203
4375,323013918
4376,392101715
4377,389019602
4378,458678087
4379,146801084
4380,27650371
4381,386589070
4382,186817955
4383,21221789
4384,458677348
4385,284852221
4386,173162973
4387,242944296
4388,366399090
4389,366409982
4390,98732318
4391,186816768
4392,392102434
4393,68406770
4394,392101863
4395,82049557
4396,468988429
4397,38159818
4398,392038513
4399,6992030
4400,242985326
4401,366528634
4402,468988354
4403,186816881
4404,443995936
4405,173108633
4406,399151155
4407,242981816
4408,38205028
4409,82052292
4410,98641889
4411,175589918
4412,434139068
4413,468992493
4414,38138471
4415,59038507
4416,175828014
4417,468988883
4418,366657804
4419,53207425
4420,435332925
4421,396733871
4422,49456035
4423,175638578
4424,205176821
4425,443970536
4426,350517556
4427,98180719
4428,392038021
4429,240716266
4430,366355486
4431,21285533
4432,399151760
4433,366499359
4434,468989027
4435,380166438
4436,366528476
4437,468983785
4438,468987705
4439,392330804
4440,392456943
4441,392103200
4442,366631318
4443,468984059
4444,67983121
4445,366485560
4446,20423337
4447,380640233
4448,98641787
4449,175590376
4450,175698706
4451,458685733
4452,366657541
4453,38064290
4454,173165446
4455,10000602208
4456,242968495
4457,408816465
4458,366567920
4459,458656217
4460,443965193
4461,12770256
4462,396734524
4463,392037738
4464,98642363
4465,323182868
4466,205336753
4467,366527845
4468,380640283
4469,366438025
4470,366657544
4471,444009769
4472,38142135
4473,366399408
4474,38142098
4475,415369849
4476,458682245
4477,38064338
4478,38064488
4479,173109460
4480,49546848
4481,53207406
4482,458655391
4483,38116240
4484,175755377
4485,173163111
4486,21285545
4487,444009398
4488,175698545
4489,366622791
4490,188569804
4491,458656027
4492,98733096
4493,366577392
4494,38160658
4495,392320837
4496,175638936
4497,366520001
4498,396846729
4499,98731844
4500,175829979
4501,240849791
4502,62903312
4503,392328819
4504,27627067
4505,366577152
4506,175638246
4507,49464754
4508,175698208
4509,366399988
4510,98642173
4511,38064279
4512,27636736
4513,37662932
4514,37746629
4515,244163422
4516,9004366
4517,336994992
4518,59547342
4519,438069791
4520,438114234
4521,438154827
4522,438163586
4523,438167729
4524,438205275
4525,438224706
4526,438224726
4527,438402848
4528,438413258
4529,385988680
4530,59613245
4531,307247945
4532,307251313
4533,372612773
4534,445937389
4535,445937910
4536,387141283
4537,366527043
4538,98732476
4539,434131962
4540,27650720
4541,366576895
4542,82052060
4543,81986125
4544,175752924
4545,291067437
4546,323014584
4547,60285403
4548,468987691
4549,392321725
4550,242883590
4551,468987664
4552,175695709
4553,284852114
4554,38158269
4555,173102296
4556,392171263
4557,6951218
4558,366444387
4559,366567765
4560,49426651
4561,366409656
4562,437026796
4563,173108915
4564,366410532
4565,458677684
4566,458682728
4567,323021799
4568,435923487
4569,392455231
4570,366568408
4571,21221874
4572,458677633
4573,458655684
4574,396734293
4575,98732780
4576,98642417
4577,415389479
4578,49427486
4579,175829374
4580,242985163
4581,366444284
4582,396733630
4583,443995977
4584,458685889
4585,68126826
4586,366443662
4587,38114090
4588,392101877
4589,98642216
4590,188569990
4591,240851585
4592,435306355
4593,27627469
4594,240716268
4595,60284436
4596,38132353
4597,240720804
4598,443969861
4599,350475579
4600,366569021
4601,366623264
4602,396734223
4603,392457818
4604,366632022
4605,443996156
4606,38064468
4607,443965793
4608,437026697
4609,366631426
4610,458681954
4611,458655885
4612,434260570
4613,175637620
4614,7024672
4615,175754862
4616,186853433
4617,6951746
4618,396734103
4619,443616571
4620,68558815
4621,173162936
4622,49522876
4623,443969974
4624,366623561
4625,323022936
4626,437026741
4627,414155177
4628,175639021
4629,186812787
4630,399124245
4631,175638727
4632,443965425
4633,443995721
4634,366399683
4635,458655592
4636,38065667
4637,49418895
4638,392329496
4639,173103689
4640,242991282
4641,173109319
4642,49544405
4643,366399697
4644,444006213
4645,323181446
4646,458677003
4647,366485294
4648,291089860
4649,240765028
4650,6951198
4651,366527312
4652,49523094
4653,366443863
4654,38158381
4655,186849318
4656,175940473
4657,392103901
4658,323182894
4659,366443577
4660,38085734
4661,173163833
4662,175590597
4663,366631011
4664,458677916
4665,49417031
4666,243031383
4667,38115394
4668,38160101
4669,175831477
4670,82054857
4671,98084765
4672,49417095
4673,323181651
4674,38143672
4675,175938189
4676,366354428
4677,392037702
4678,366526310
4679,396734126
4680,173102421
4681,468992393
4682,443970328
4683,392038306
4684,399151990
4685,175697234
4686,366623269
4687,98641274
4688,443966041
4689,366409910
4690,392457482
4691,389015615
4692,366399680
4693,175754779
4694,7020252
4695,175751025
4696,468992416
4697,98296843
4698,434134836
4699,173163508
4700,6951730
4701,443583059
4702,68407254
4703,366576885
4704,392171108
4705,392457978
4706,98297098
4707,12861013
4708,242985556
4709,399123968
4710,323023489
4711,175754589
4712,396742556
4713,7025156
4714,323013467
4715,392101945
4716,366631578
4717,392457133
4718,175829318
4719,146799150
4720,366577430
4721,37695953
4722,294058420
4723,336878406
4724,336993123
4725,336993221
4726,434328285
4727,437897945
4728,437897536
4729,438068241
4730,438106594
4731,438112635
4732,438319483
4733,438399081
4734,385989851
4735,307374535
4736,337262009
4737,155016178
4738,155359530
4739,155359271
4740,387716463
4741,155453554
4742,399123943
4743,173104520
4744,392330552
4745,12858058
4746,366622938
4747,458655693
4748,366567856
4749,396846654
4750,392102357
4751,242985065
4752,458655097
4753,391994297
4754,98731193
4755,366632212
4756,38141949
4757,175588270
4758,333799986
4759,175937915
4760,68328415
4761,392456346
4762,98731973
4763,146799078
4764,7024712
4765,366528832
4766,402313695
4767,392457061
4768,434239028
4769,443996939
4770,392327932
4771,6951700
4772,38158189
4773,12858387
4774,392321723
4775,392330308
4776,206283339
4777,399123993
4778,311150722
4779,243012083
4780,366631424
4781,396733632
4782,6992114
4783,456889318
4784,366355287
4785,60284245
4786,366484374
4787,175831024
4788,468987801
4789,49464547
4790,392258771
4791,242961133
4792,399124150
4793,366623396
4794,38159628
4795,392170833
4796,98731266
4797,98681438
4798,458655766
4799,392104370
4800,366526961
4801,392455367
4802,12784301
4803,458677129
4804,366657406
4805,396846884
4806,242984914
4807,408816799
4808,27630176
4809,27654370
4810,366409761
4811,175940472
4812,443970102
4813,67896210
4814,98731805
4815,444006123
4816,173109642
4817,323022613
4818,38141851
4819,443583058
4820,173102385
4821,458678062
4822,444006158
4823,173145890
4824,6997301
4825,366567981
4826,443965293
4827,243011824
4828,443617638
4829,333799938
4830,366409876
4831,366481173
4832,458682924
4833,173097406
4834,434128525
4835,242981652
4836,49429181
4837,175637574
4838,69817821
4839,443970567
4840,392455411
4841,205371061
4842,243015214
4843,205522459
4844,386589025
4845,6859820
4846,458682896
4847,380640658
4848,366400030
4849,366576754
4850,175697603
4851,12822409
4852,146579279
4853,186816826
4854,60285259
4855,396733544
4856,366576100
4857,366631558
4858,366632241
4859,396743069
4860,38065658
4861,443616784
4862,437026469
4863,98641124
4864,81985988
4865,68126823
4866,175588381
4867,68164733
4868,392320555
4869,392331001
4870,175697527
4871,175937834
4872,204726662
4873,12773060
4874,366568886
4875,38116658
4876,366355042
4877,458682926
4878,437026472
4879,38144175
4880,392169439
4881,323022063
4882,242885569
4883,173101748
4884,323022356
4885,366623072
4886,366443692
4887,392321759
4888,146799187
4889,7020238
4890,366568881
4891,392328792
4892,98732487
4893,366354788
4894,366622573
4895,458682254
4896,443964831
4897,173097379
4898,392455946
4899,348662701
4900,175589322
4901,468988752
4902,38086479
4903,6951777
4904,443970800
4905,396734444
4906,205238706
4907,27654335
4908,392320702
4909,12784837
4910,456864977
4911,175937323
4912,323022508
4913,468993053
4914,380166323
4915,392103365
4916,145750660
4917,435880111
4918,366399345
4919,386617915
4920,366444228
4921,366577320
4922,414312254
4923,444009567
4924,37665177
4925,301035665
4926,408012925
4927,294218959
4928,385755061
4929,438151270
4930,438292042
4931,438306595
4932,438411479
4933,307129474
4934,307130311
4935,59617150
4936,10002626455
4937,307733103
4938,307806466
4939,372525207
4940,445937544
4941,155094691
4942,387142302
4943,155364408
4944,415369980
4945,38086631
4946,38132341
4947,186853347
4948,240766710
4949,468987636
4950,458656077
4951,38144254
4952,392454688
4953,175696706
4954,49419515
4955,366354917
4956,12787521
4957,173098817
4958,456887882
4959,173163180
4960,366437895
4961,443965575
4962,49523218
4963,366623542
4964,175636329
4965,27679363
4966,386588955
4967,366444341
4968,457958962
4969,391994192
4970,27679245
4971,366443942
4972,60255881
4973,392170573
4974,414148772
4975,173163596
4976,392102045
4977,323023339
4978,12784814
4979,443616789
4980,323021793
4981,53207390
4982,98226480
4983,396847078
4984,27636746
4985,443996635
4986,402313760
4987,434135492
4988,366409882
4989,366623529
4990,443969943
4991,38086560
4992,38143652
4993,27654121
4994,49464766
4995,243015620
4996,27679276
4997,240764995
4998,443971059
4999,173103904
5000,98641487
5001,82049335
5002,392322011
5003,392320412
5004,366355295
5005,27636776
5006,49429407
5007,443970777
5008,175636872
5009,38143451
5010,173145687
5011,392321039
5012,242995427
5013,366527532
5014,366657737
5015,392170897
5016,392330877
5017,458655180
5018,173145939
5019,392103472
5020,366444703
5021,468983986
5022,38139416
5023,366444529
5024,366499079
5025,366527778
5026,175695871
5027,443971035
5028,49546778
5029,415369840
5030,366444260
5031,458681675
5032,12723652
5033,366444650
5034,392320699
5035,38116717
5036,323111849
5037,458677994
5038,82052316
5039,366410265
5040,458655847
5041,458685787
5042,38085639
5043,49523273
5044,20444844
5045,175831244
5046,175937706
5047,12861148
5048,366500268
5049,458656329
5050,392103584
5051,175636314
5052,175754428
5053,392101639
5054,188569258
5055,366399641
5056,443969731
5057,175695664
5058,392330597
5059,366355499
5060,443995974
5061,6859803
5062,12858079
5063,62902603
5064,443616615
5065,392329399
5066,396846993
5067,458677934
5068,7061049
5069,396734553
5070,49427402
5071,66923149
5072,242885571
5073,21273670
5074,21339585
5075,49465140
5076,98373275
5077,175938129
5078,434233098
5079,366526217
5080,366485188
5081,468983811
5082,12787425
5083,240851616
5084,188569911
5085,62905360
5086,392320694
5087,175695878
5088,366485126
5089,27679107
5090,366499734
5091,392329257
5092,323022634
5093,175590547
5094,60255878
5095,468988258
5096,240849834
5097,49504679
5098,240810359
5099,434367307
5100,59547500
5101,385903491
5102,438119162
5103,438114559
5104,438319453
5105,438427881
5106,307016502
5107,307805449
5108,308055028
5109,308065772
5110,438489662
5111,438511420
5112,392330684
5113,204791207
5114,66820479
5115,204790354
5116,66743736
5117,204819343
5118,388994873
5119,443617538
5120,468992937
5121,392321747
5122,399124157
5123,366576678
5124,366577114
5125,443965647
5126,205371444
5127,389052579
5128,392328562
5129,348663307
5130,49504741
5131,392328051
5132,399152135
5133,175590896
5134,443995815
5135,443616758
5136,173109328
5137,204724427
5138,284852025
5139,7024847
5140,468992749
5141,173103889
5142,175697359
5143,175752341
5144,60255818
5145,38086751
5146,391992496
5147,392457909
5148,98733201
5149,392037448
5150,399151948
5151,49455992
5152,392102564
5153,392103335
5154,175698143
5155,366622581
5156,366519908
5157,175589156
5158,27679178
5159,60284266
5160,458677691
5161,366631803
5162,437030686
5163,323182272
5164,145532855
5165,6951418
5166,458655679
5167,435882186
5168,458677468
5169,173102188
5170,98732884
5171,188569242
5172,345454506
5173,205338165
5174,60254674
5175,188569782
5176,242985511
5177,389051480
5178,38158364
5179,98373084
5180,12787180
5181,60254864
5182,399123727
5183,175591131
5184,458656200
5185,396734414
5186,12857796
5187,38132237
5188,49419501
5189,82054911
5190,392036432
5191,392328989
5192,98642922
5193,240720821
5194,392329099
5195,175828765
5196,392321795
5197,175754730
5198,366484860
5199,350517572
5200,12860774
5201,366399330
5202,366576384
5203,242994528
5204,145964181
5205,437026402
5206,205337457
5207,366443590
5208,175639361
5209,82049590
5210,175829077
5211,173102393
5212,435332903
5213,244136402
5214,350516154
5215,242969175
5216,284852001
5217,366495813
5218,38085673
5219,60255708
5220,366576454
5221,98642836
5222,399151986
5223,188569978
5224,348721988
5225,366622526
5226,444009865
5227,323022499
5228,348667781
5229,366623549
5230,38160669
5231,435339777
5232,67984631
5233,68406313
5234,392455472
5235,175831604
5236,323182449
5237,242969023
5238,366519880
5239,6950792
5240,49426845
5241,68412565
5242,468988620
5243,175831214
5244,240766740
5245,67824006
5246,98731045
5247,435332740
5248,175588187
5249,392455117
5250,443965408
5251,38141715
5252,392455096
5253,175828988
5254,458681913
5255,240720884
5256,396847244
5257,291089850
5258,392320663
5259,60254814
5260,468987720
5261,69817865
5262,435908651
5263,468992628
5264,240810362
5265,20486539
5266,173165767
5267,67821936
5268,392037469
5269,392457618
5270,151411141
5271,59548366
5272,385903151
5273,438071369
