EPIC,RA,DEC,Kp,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,k2_campaign_str,k2_type,k2_lcflag,k2_scflag,k2_dist,k2_teff,k2_logg,k2_metfe,k2_rad,k2_mass
210456015,63.167969,14.635456,8.415,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,STAR,1,0,NA,NA,NA,NA,NA,NA
210459050,64.891706,14.69233,8.935,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,STAR,1,0,NA,7042,3.29,-0.037,5.62,2.29
210461664,61.836566,14.739571,9.395,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,STAR,1,0,NA,4421,1.99,-0.219,18.72,1.27
210467277,61.925749,14.84288,9.811,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,STAR,1,0,NA,4830,2.4,-0.841,9.88,0.91
210470138,63.529533,14.894927,9.148,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,STAR,1,0,NA,4711,2.5,-0.019,11.35,1.62
210470970,64.24922,14.909543,9.646,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,STAR,1,0,NA,4318,1.49,-0.582,29.37,1.01
210472266,63.053614,14.932448,8.815,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,STAR,1,0,NA,5970,4.02,0.053,1.73,1.17
210472328,63.569594,14.933568,9.567,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,STAR,1,0,NA,4601,2.19,-0.632,13.5,0.94
210476527,64.57353,15.009407,9.26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,STAR,1,0,NA,5504,4.42,-0.464,0.98,0.88
210513593,67.535824,15.637839,5.673,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,STAR,1,0,45.83,7175,4.21,-0.001,1.61,1.54
211306754,130.22974,9.986634,9.19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,5417,4.52,0.018,0.87,0.94
211306754,130.22974,9.986634,9.19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,62.44,NA,NA,NA,NA,NA
211306754,130.229731,9.986634,9.19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,5417,4.52,0.018,0.87,0.94
211306754,130.229731,9.986634,9.19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,62.44,NA,NA,NA,NA,NA
211307849,127.7627,10.00941,9.281,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,6176,4.09,-0.012,1.58,1.23
211307849,127.7627,10.00941,9.281,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,146.9,NA,NA,NA,NA,NA
211307849,127.762705,10.00941,9.281,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,6176,4.09,-0.012,1.58,1.23
211307849,127.762705,10.00941,9.281,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,146.9,NA,NA,NA,NA,NA
211307894,127.7618,10.010397,9.122,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,NA,NA,NA,NA,NA
211308485,128.80232,10.021459,8.695,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,NA,NA,NA,NA,NA,NA
211309811,129.49202,10.048203000000001,9.51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,NA,NA,NA,NA,NA,NA
211310317,129.349951,10.058388,9.98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,3959,1.37,-0.039,38.28,1.25
211310696,128.16612,10.066008,8.227,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,165.3,NA,NA,NA,NA,NA
211310696,128.16612,10.066008,8.227,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,9711,3.9,-0.017,2.97,2.68
211310696,128.16613,10.066008,8.227,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,165.3,NA,NA,NA,NA,NA
211310696,128.16613,10.066008,8.227,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,9711,3.9,-0.017,2.97,2.68
211311380,126.616035,10.080375,9.128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,1,116.8,NA,NA,NA,NA,NA
211311380,126.616035,10.080375,9.128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,6086,4.12,0.051,1.51,1.21
211311380,126.616038,10.080375,9.128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,1,116.8,NA,NA,NA,NA,NA
211311380,126.616038,10.080375,9.128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,6086,4.12,0.051,1.51,1.21
211311439,131.18765,10.081668,7.056,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,10615,3.96,0.013,2.91,3.01
211311644,126.023948,10.085739,9.356,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,1874,NA,NA,NA,NA,NA
211311644,126.023948,10.085739,9.356,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,3491,0.4,-0.21,110.27,1.15
211311644,126.02395,10.085739,9.356,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,1874,NA,NA,NA,NA,NA
211311644,126.02395,10.085739,9.356,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,3491,0.4,-0.21,110.27,1.15
211312333,129.15785,10.099392,9.933,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,734.7,NA,NA,NA,NA,NA
211312333,129.15785,10.099392,9.933,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,4888,2.54,-0.238,10.43,1.44
211312333,129.157859,10.099392,9.933,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,734.7,NA,NA,NA,NA,NA
211312333,129.157859,10.099392,9.933,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,4888,2.54,-0.238,10.43,1.44
211313260,126.197607,10.119094,9.371,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,4444,0.01,-1.935,147.36,0.81
211317224,126.850907,10.19792,9.591,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,117.6,NA,NA,NA,NA,NA
211317224,126.850907,10.19792,9.591,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,5948,4.3,-0.122,1.14,1.05
211317224,126.85091,10.19792,9.591,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,117.6,NA,NA,NA,NA,NA
211317224,126.85091,10.19792,9.591,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,5948,4.3,-0.122,1.14,1.05
211317608,127.46847,10.205967,9.461,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,4529,2.52,0.025,9.77,1.2
211318826,128.11552,10.230535,9.662,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,6017,4.18,-0.063,1.36,1.13
211318826,128.11552,10.230535,9.662,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,137.9,NA,NA,NA,NA,NA
211318826,128.115518,10.230535,9.662,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,6017,4.18,-0.063,1.36,1.13
211318826,128.115518,10.230535,9.662,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,137.9,NA,NA,NA,NA,NA
211320775,126.221989,10.268879,9.438,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,4673,2.48,-0.087,10.93,1.25
211321523,127.25614,10.283254,9.646,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,6247,3.85,-0.003,2.29,1.48
211321523,127.25614,10.283254,9.646,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,375.9,NA,NA,NA,NA,NA
211324618,130.06615,10.34471,9.612,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,187.4,NA,NA,NA,NA,NA
211324618,130.06615,10.34471,9.612,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,5853,3.91,-0.036,1.89,1.2
211324618,130.066146,10.34471,9.612,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,187.4,NA,NA,NA,NA,NA
211324618,130.066146,10.34471,9.612,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,5853,3.91,-0.036,1.89,1.2
211325312,130.741284,10.35737,9.224,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,4714,2.48,-0.125,11.14,1.37
211325961,126.17177,10.370279,9.578,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,5186,4.59,-0.484,0.73,0.74
211325961,126.17177,10.370279,9.578,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,62.68,NA,NA,NA,NA,NA
211325961,126.171765,10.370279,9.578,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,5186,4.59,-0.484,0.73,0.74
211325961,126.171765,10.370279,9.578,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,62.68,NA,NA,NA,NA,NA
211326074,126.185192,10.372558,9.006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,3776,1.05,0.111,55.09,1.23
211326255,129.84755,10.3756,9.746,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,NA,NA,NA,NA,NA,NA
211326900,130.578106,10.387686,9.589,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,6528,4.09,0.004,1.73,1.39
211326900,130.578106,10.387686,9.589,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,201.3,NA,NA,NA,NA,NA
211326900,130.57811,10.387686,9.589,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,6528,4.09,0.004,1.73,1.39
211326900,130.57811,10.387686,9.589,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,201.3,NA,NA,NA,NA,NA
211327638,129.085649,10.401591,9.795,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,4760,2.49,-0.141,11.01,1.35
211328155,127.257884,10.410555,9.729,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,4816,2.52,-0.337,8.75,1.09
211328172,131.018448,10.410887,8.756,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,4622,2.42,-0.072,11.17,1.28
211328173,129.777287,10.410892,9.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,4314,1.85,-0.116,23.51,1.43
211328509,131.251003,10.417837,9.455,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,3372,0.23,-0.095,141.6,1.29
211328748,130.2354,10.422378,9.947,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,6110,4.23,-0.065,1.34,1.13
211328748,130.2354,10.422378,9.947,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,157.6,NA,NA,NA,NA,NA
211328748,130.235394,10.422378,9.947,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,6110,4.23,-0.065,1.34,1.13
211328748,130.235394,10.422378,9.947,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,157.6,NA,NA,NA,NA,NA
211330569,126.131838,10.457044,9.971,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,6186,3.97,0.009,1.82,1.33
211330569,126.131838,10.457044,9.971,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,227.5,NA,NA,NA,NA,NA
211330569,126.131836,10.457044,9.971,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,6186,3.97,0.009,1.82,1.33
211330569,126.131836,10.457044,9.971,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,227.5,NA,NA,NA,NA,NA
211331324,127.48217,10.470772,8.748,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,6078,4.24,-0.118,1.26,1.11
211331324,127.48217,10.470772,8.748,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,64.46,NA,NA,NA,NA,NA
211331324,127.482173,10.470772,8.748,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,6078,4.24,-0.118,1.26,1.11
211331324,127.482173,10.470772,8.748,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,64.46,NA,NA,NA,NA,NA
211332314,126.39638,10.489454,9.407,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,5318,2.5,-0.756,8.66,0.91
211332314,126.39638,10.489454,9.407,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,594.6,NA,NA,NA,NA,NA
211332314,126.396381,10.489454,9.407,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,5318,2.5,-0.756,8.66,0.91
211332314,126.396381,10.489454,9.407,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,594.6,NA,NA,NA,NA,NA
211333233,126.898155,10.506562,9.653,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,3966,1.29,-0.108,41.63,1.28
211334158,126.152315,10.523543,9.71,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,5285,2.47,-0.805,8.93,0.91
211334158,126.152315,10.523543,9.71,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,702.7,NA,NA,NA,NA,NA
211334158,126.15231,10.523543,9.71,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,5285,2.47,-0.805,8.93,0.91
211334158,126.15231,10.523543,9.71,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,702.7,NA,NA,NA,NA,NA
211335842,129.27153,10.555978,9.902,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,5967,4.03,0.032,1.64,1.2
211335842,129.27153,10.555978,9.902,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,191.9,NA,NA,NA,NA,NA
211335842,129.271529,10.555978,9.902,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,5967,4.03,0.032,1.64,1.2
211335842,129.271529,10.555978,9.902,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,191.9,NA,NA,NA,NA,NA
211335924,129.061866,10.557195,9.264,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,4853,1.86,-1.391,17.02,0.87
211336971,128.354277,10.576854,9.996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,306.4,NA,NA,NA,NA,NA
211336971,128.354277,10.576854,9.996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,6328,3.86,-0.009,2.17,1.47
211336971,128.35428,10.576854,9.996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,306.4,NA,NA,NA,NA,NA
211336971,128.35428,10.576854,9.996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,6328,3.86,-0.009,2.17,1.47
211337697,129.10019,10.590375,9.101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,421.7,NA,NA,NA,NA,NA
211337697,129.10019,10.590375,9.101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,4673,2.51,-0.162,10.22,1.22
211337697,129.100196,10.590375,9.101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,421.7,NA,NA,NA,NA,NA
211337697,129.100196,10.590375,9.101,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,4673,2.51,-0.162,10.22,1.22
211338415,127.704686,10.602957,9.945,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,5960,4.2,-0.051,1.3,1.1
211338415,127.704686,10.602957,9.945,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,159.2,NA,NA,NA,NA,NA
211338415,127.70469,10.602957,9.945,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,5960,4.2,-0.051,1.3,1.1
211338415,127.70469,10.602957,9.945,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,159.2,NA,NA,NA,NA,NA
211339194,127.52378,10.616514,9.874,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,187.2,NA,NA,NA,NA,NA
211339194,127.52378,10.616514,9.874,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,6369,4.08,-0.028,1.69,1.34
211340040,125.98004,10.632057,5.835,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,4750,2.59,-0.074,10.87,1.84
211340040,125.98004,10.632057,5.835,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,272.5,NA,NA,NA,NA,NA
211340040,125.980039,10.632057,5.835,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,4750,2.59,-0.074,10.87,1.84
211340040,125.980039,10.632057,5.835,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,272.5,NA,NA,NA,NA,NA
211341477,131.87207,10.658388,8.662,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,NA,NA,NA,NA,NA,NA
211345799,126.799805,10.737074,9.679,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,342.7,NA,NA,NA,NA,NA
211345799,126.799805,10.737074,9.679,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,6658,3.87,0.008,2.44,1.65
211345799,126.799804,10.737074,9.679,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,342.7,NA,NA,NA,NA,NA
211345799,126.799804,10.737074,9.679,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,6658,3.87,0.008,2.44,1.65
211349119,126.18774,10.797753,9.261,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,4424,1.39,-0.782,27.79,0.92
211351144,127.17889,10.835307,9.571,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,187.6,NA,NA,NA,NA,NA
211351144,127.17889,10.835307,9.571,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,6943,4.17,-0.029,1.61,1.47
211351144,127.178889,10.835307,9.571,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,187.6,NA,NA,NA,NA,NA
211351144,127.178889,10.835307,9.571,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,6943,4.17,-0.029,1.61,1.47
211353328,127.4557,10.87433,9.227,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,5122,3.53,-0.511,2.65,0.9
211353328,127.4557,10.87433,9.227,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,132.9,NA,NA,NA,NA,NA
211353328,127.455703,10.87433,9.227,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,5122,3.53,-0.511,2.65,0.9
211353328,127.455703,10.87433,9.227,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,132.9,NA,NA,NA,NA,NA
211353766,131.97335,10.882173,9.991,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,4716,2.44,-0.177,11.16,1.25
211355743,126.25179,10.917547,9.757,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,682.6,NA,NA,NA,NA,NA
211355743,126.25179,10.917547,9.757,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,4795,2.48,-0.195,10.89,1.32
211355743,126.251792,10.917547,9.757,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,STAR,1,0,682.6,NA,NA,NA,NA,NA
211355743,126.251792,10.917547,9.757,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,4795,2.48,-0.195,10.89,1.32
211357164,126.528754,10.942217,8.953,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,STAR,1,0,NA,5954,4.01,-0.087,1.73,1.19
