EPIC,RA,DEC,Kp,S1,S2,S3,S4,S5,S6,S7
211345312,127.398845,10.728241,14.751,0,0,0,0,0,0,1
211393678,127.989662,11.543982,14.751,0,0,0,0,0,0,1
201911885,177.576007,7.573811,14.749,0,0,0,0,0,0,0
210333653,59.464688,11.76279,14.749,0,0,0,0,1,0,0
201167398,170.254761,-4.881451,14.748,0,0,0,0,0,0,0
201148055,172.646867,-5.340388,14.748,0,0,0,0,0,0,0
201131303,176.67111,-5.754657,14.748,0,0,0,0,0,0,0
211371467,129.326866,11.182545,14.748,0,0,0,0,0,0,1
201184699,168.948777,-4.464484,14.747,0,0,0,0,0,0,0
201204069,172.131885,-4.008949,14.747,0,0,0,0,0,0,0
210365226,59.307189,12.626821,14.747,0,0,0,0,1,0,0
211332602,127.463428,10.495146,14.747,0,0,0,0,0,0,1
202798403,245.503956,-28.325109,14.746,0,0,0,0,0,0,0
202929153,247.148803,-27.856224,14.746,0,0,0,0,0,0,0
206553626,335.389347,-3.712039,14.746,0,0,0,0,0,0,0
202910245,244.537978,-27.922104,14.745,0,0,0,0,0,0,0
210419519,57.877762,13.9046,14.745,0,0,0,0,1,0,0
202809947,245.996285,-28.282823,14.744,0,0,0,0,0,0,0
205929676,339.518332,-17.064748,14.744,0,1,0,0,0,0,0
201170273,170.652664,-4.81028,14.743,0,0,0,0,0,0,0
201189289,171.913938,-4.353773,14.743,0,0,0,0,0,0,0
205706444,246.796597,-15.616671,14.743,0,0,0,0,0,0,0
211504881,124.805695,13.207898,14.743,0,0,0,0,0,0,1
211364805,127.302915,11.07282,14.743,0,0,0,0,0,0,1
202719855,245.617276,-28.615243,14.742,0,0,0,0,0,0,0
202824189,247.677355,-28.230575,14.742,0,0,0,0,0,0,0
201186910,172.958066,-4.411743,14.741,0,0,0,0,0,0,0
201146397,175.033789,-5.380801,14.741,0,0,0,0,0,0,0
201898594,178.077937,7.295956,14.741,0,0,0,0,0,0,0
211417924,128.272315,11.910566,14.739,0,0,0,0,0,0,1
211540189,123.300363,13.70432,14.737,0,0,0,0,0,0,1
211410272,127.078924,11.796581,14.737,0,0,0,0,0,0,1
205988274,342.635514,-15.168348,14.736,0,1,0,0,0,0,0
201277494,171.169214,-2.790995,14.735,0,0,0,0,0,0,0
211356842,126.693224,10.936896,14.735,0,0,0,0,0,0,1
211311702,129.185922,10.086801,14.735,0,0,0,0,0,0,1
211341006,129.818696,10.649702,14.735,0,0,0,0,0,0,1
211364959,126.586583,11.07537,14.734,0,0,0,0,0,0,1
211405950,131.985801,11.732157,14.733,0,0,0,0,0,0,1
211492306,123.675322,13.028331,14.732,0,0,0,0,0,0,1
211340934,126.26637,10.648105,14.732,0,0,0,0,0,0,1
211342155,129.025786,10.670739,14.732,0,0,0,0,0,0,1
211387555,131.794547,11.444102,14.732,0,0,0,0,0,0,1
211491196,124.58061,13.012503,14.731,0,0,0,0,0,0,1
211479280,123.720288,12.840263,14.73,0,0,0,0,0,0,1
211357852,127.689893,10.95339,14.73,0,0,0,0,0,0,1
211378968,129.332646,11.30533,14.73,0,0,0,0,0,0,1
201204580,173.322267,-3.996318,14.729,0,0,0,0,0,0,0
206041118,343.537638,-13.661535,14.729,0,1,0,0,0,0,0
210439350,63.817333,14.315683,14.729,0,0,0,0,1,0,0
211516807,123.37743,13.375614,14.728,0,0,0,0,0,0,1
211329699,130.52259,10.440026,14.728,0,0,0,0,0,0,1
211344954,131.103911,10.722257,14.728,0,0,0,0,0,0,1
202575230,243.737861,-29.163027,14.727,0,0,0,0,0,0,0
201888651,178.528074,7.087467,14.725,0,0,0,0,0,0,0
205905693,338.887895,-17.971128,14.725,0,1,0,0,0,0,0
201194478,171.077516,-4.231071,14.724,0,0,0,0,0,0,0
201157632,175.415652,-5.114022,14.724,0,0,0,0,0,0,0
211525631,123.211948,13.500847,14.724,0,0,0,0,0,0,1
206018736,343.676588,-14.282136,14.723,0,1,0,0,0,0,0
211330216,129.361985,10.450399,14.723,0,0,0,0,0,0,1
211357866,128.040603,10.953738,14.721,0,0,0,0,0,0,1
201170108,171.734485,-4.813835,14.72,0,0,0,0,0,0,0
201210476,172.572709,-3.8564,14.72,0,0,0,0,0,0,0
202674644,246.184426,-28.784627,14.72,0,0,0,0,0,0,0
202812466,246.668565,-28.273805,14.72,0,0,0,0,0,0,0
211395863,130.653002,11.578111,14.72,0,0,0,0,0,0,1
202973007,246.056585,-27.701818,14.719,0,0,0,0,0,0,0
205718330,248.397441,-15.511579,14.718,0,0,0,0,0,0,0
211355754,127.980614,10.917654,14.718,0,0,0,0,0,0,1
201209715,171.877048,-3.874677,14.717,0,0,0,0,0,0,0
211403161,127.596182,11.689879,14.717,0,0,0,0,0,0,1
201183723,172.925836,-4.487934,14.716,0,0,0,0,0,0,0
211524158,123.516762,13.479924,14.715,0,0,0,0,0,0,1
201189518,171.233493,-4.348485,14.714,0,0,0,0,0,0,0
211362466,127.22983,11.031959,14.714,0,0,0,0,0,0,1
211440016,127.542713,12.246831,14.713,0,0,0,0,0,0,1
205914433,338.175643,-17.630604,14.712,0,1,0,0,0,0,0
201231394,172.844044,-3.490563,14.711,0,0,0,0,0,0,0
211358283,126.648824,10.96068,14.711,0,0,0,0,0,0,1
202913704,246.09311,-27.910177,14.71,0,0,0,0,0,0,0
202912570,246.896942,-27.914112,14.71,0,0,0,0,0,0,0
211387394,128.194202,11.441328,14.71,0,0,0,0,0,0,1
201165645,175.278944,-4.923018,14.709,0,0,0,0,0,0,0
211375724,130.903639,11.251996,14.709,0,0,0,0,0,0,1
203035316,244.604423,-27.483535,14.705,0,0,0,0,0,0,0
211337376,126.204235,10.584119,14.705,0,0,0,0,0,0,1
211389731,131.744944,11.47847,14.704,0,0,0,0,0,0,1
202762122,247.367642,-28.458618,14.703,0,0,0,0,0,0,0
201188928,169.214583,-4.362082,14.702,0,0,0,0,0,0,0
202753104,246.00225,-28.491945,14.702,0,0,0,0,0,0,0
211406802,126.670492,11.744845,14.702,0,0,0,0,0,0,1
201126368,176.271176,-5.876152,14.701,0,0,0,0,0,0,0
211537249,123.66708,13.663512,14.701,0,0,0,0,0,0,1
60019860,2.31319,-7.24446,14.7,0,0,1,0,0,0,0
60019863,2.4786,-6.76829,14.7,0,0,1,0,0,0,0
60019770,3.94012,-5.25819,14.7,0,0,1,0,0,0,0
60019772,3.95446,-4.842,14.7,0,0,1,0,0,0,0
60019766,4.45612,-5.6933,14.7,0,0,1,0,0,0,0
60019763,4.88308,-5.91125,14.7,0,0,1,0,0,0,0
60019765,5.38043,-4.63784,14.7,0,0,1,0,0,0,0
202073210,92.28667,16.58583,14.7,0,0,0,0,0,1,0
202094957,92.72861,16.71098,14.7,0,0,0,0,0,1,0
202089060,93.90008,17.17058,14.7,0,0,0,0,0,1,0
202084093,95.36924,15.67968,14.7,0,0,0,0,0,1,0
202084610,95.38653,15.57317,14.7,0,0,0,0,0,1,0
202083047,95.41635,15.79083,14.7,0,0,0,0,0,1,0
202135949,95.81809,15.82658,14.7,0,0,0,0,0,1,0
202135817,95.90399,15.0116,14.7,0,0,0,0,0,1,0
202060510,95.985,14.508,14.7,0,0,0,0,0,1,0
202084840,96.02789,15.85572,14.7,0,0,0,0,0,1,0
202094233,96.41732,15.03159,14.7,0,0,0,0,0,1,0
202135780,96.63747,14.76381,14.7,0,0,0,0,0,1,0
202135972,97.62554,15.97294,14.7,0,0,0,0,0,1,0
202083067,98.28971,16.75373,14.7,0,0,0,0,0,1,0
202136074,98.3366,16.73402,14.7,0,0,0,0,0,1,0
202083375,98.40496,16.62813,14.7,0,0,0,0,0,1,0
202093454,98.52135,14.95708,14.7,0,0,0,0,0,1,0
202093646,98.55564,16.82723,14.7,0,0,0,0,0,1,0
202135933,98.65815,15.73102,14.7,0,0,0,0,0,1,0
202081567,98.99923,14.89803,14.7,0,0,0,0,0,1,0
202067525,102.79932,15.76311,14.7,0,0,0,0,0,1,0
202074433,102.904,15.37981,14.7,0,0,0,0,0,1,0
202066721,103.0699,15.45572,14.7,0,0,0,0,0,1,0
202065326,103.1901,15.52254,14.7,0,0,0,0,0,1,0
202061320,103.2615,16.664,14.7,0,0,0,0,0,1,0
202066487,103.30743,16.32261,14.7,0,0,0,0,0,1,0
202067111,103.44763,15.67266,14.7,0,0,0,0,0,1,0
202067125,103.45781,15.46922,14.7,0,0,0,0,0,1,0
211433839,126.227066,12.152865,14.7,0,0,0,0,0,0,1
211359988,130.497553,10.98806,14.699,0,0,0,0,0,0,1
211309224,130.154089,10.03624,14.698,0,0,0,0,0,0,1
201186731,173.602873,-4.416261,14.697,0,0,0,0,0,0,0
211440562,127.768159,12.254817,14.697,0,0,0,0,0,0,1
202862547,245.910717,-28.092053,14.696,0,0,0,0,0,0,0
211510111,123.696401,13.281411,14.696,0,0,0,0,0,0,1
201167340,170.950864,-4.883052,14.694,0,0,0,0,0,0,0
201168884,175.679969,-4.843832,14.693,0,0,0,0,0,0,0
202758779,249.473791,-28.471125,14.693,0,0,0,0,0,0,0
211401441,126.733452,11.661584,14.692,0,0,0,0,0,0,1
211435264,127.801475,12.174055,14.692,0,0,0,0,0,0,1
201168883,175.736249,-4.843859,14.691,0,0,0,0,0,0,0
211442413,127.312673,12.283789,14.691,0,0,0,0,0,0,1
211371932,130.39685,11.189872,14.691,0,0,0,0,0,0,1
201212370,171.234441,-3.811328,14.69,0,0,0,0,0,0,0
201156121,172.972655,-5.149434,14.69,0,0,0,0,0,0,0
201158453,173.980706,-5.093875,14.69,0,0,0,0,0,0,0
202825300,246.922017,-28.226468,14.69,0,0,0,0,0,0,0
202687276,244.429359,-28.736679,14.689,0,0,0,0,0,0,0
201195553,169.21857,-4.205812,14.688,0,0,0,0,0,0,0
205991935,341.696011,-15.0574,14.688,0,1,0,0,0,0,0
210401193,54.936518,13.494614,14.688,0,0,0,0,1,0,0
211383602,125.929259,11.382092,14.688,0,0,0,0,0,0,1
201203472,171.282811,-4.022921,14.687,0,0,0,0,0,0,0
201357278,168.277531,-1.596124,14.686,0,0,0,0,0,0,0
205983916,339.535497,-15.302371,14.685,0,1,0,0,0,0,0
211530263,123.48627,13.566534,14.685,0,0,0,0,0,0,1
201156724,175.609244,-5.135376,14.684,0,0,0,0,0,0,0
211491702,123.712539,13.019402,14.684,0,0,0,0,0,0,1
210410093,57.420195,13.696183,14.683,0,0,0,0,1,0,0
211502826,123.353703,13.178866,14.683,0,0,0,0,0,0,1
211374130,127.639002,11.224428,14.682,0,0,0,0,0,0,1
201161579,172.666252,-5.019385,14.681,0,0,0,0,0,0,0
211407993,126.691553,11.762838,14.68,0,0,0,0,0,0,1
211398616,130.388036,11.619637,14.68,0,0,0,0,0,0,1
201390757,167.25511,-1.101238,14.679,0,0,0,0,0,0,0
210379909,62.510998,12.992089,14.679,0,0,0,0,1,0,0
210482617,64.454307,15.114104,14.679,0,0,0,0,1,0,0
201179466,171.001936,-4.589332,14.678,0,0,0,0,0,0,0
202610930,245.846148,-29.025879,14.678,0,0,0,0,0,0,0
210484577,64.742713,15.148625,14.678,0,0,0,0,1,0,0
211307483,129.081212,10.001964,14.678,0,0,0,0,0,0,1
202729023,247.565732,-28.580874,14.677,0,0,0,0,0,0,0
205686810,248.436701,-15.787148,14.676,0,0,0,0,0,0,0
201157250,176.170584,-5.122991,14.675,0,0,0,0,0,0,0
211350009,131.78782,10.8144,14.675,0,0,0,0,0,0,1
201168534,174.020508,-4.853002,14.674,0,0,0,0,0,0,0
201257986,170.926032,-3.087929,14.673,0,0,0,0,0,0,0
202911301,245.580306,-27.918569,14.673,0,0,0,0,0,0,0
202807016,246.862654,-28.293843,14.673,0,0,0,0,0,0,0
210396444,55.309365,13.384177,14.673,0,0,0,0,1,0,0
211351326,128.072831,10.838654,14.673,0,0,0,0,0,0,1
201168957,172.011627,-4.842066,14.672,0,0,0,0,0,0,0
201349107,168.478666,-1.719522,14.671,0,0,0,0,0,0,0
205924154,337.651979,-17.267289,14.671,0,1,0,0,0,0,0
205656627,249.407786,-16.037669,14.67,0,0,0,0,0,0,0
202708549,245.545191,-28.657148,14.669,0,0,0,0,0,0,0
202702693,245.827803,-28.679055,14.669,0,0,0,0,0,0,0
205952992,340.990161,-16.271577,14.669,0,1,0,0,0,0,0
201167779,172.663382,-4.872018,14.668,0,0,0,0,0,0,0
211374426,132.348235,11.229552,14.668,0,0,0,0,0,0,1
201910879,178.90333,7.552859,14.667,0,0,0,0,0,0,0
210429553,64.655082,14.117396,14.667,0,0,0,0,1,0,0
211313263,127.483827,10.119179,14.666,0,0,0,0,0,0,1
201923989,177.100844,7.841778,14.665,0,0,0,0,0,0,0
202896141,247.091302,-27.972514,14.665,0,0,0,0,0,0,0
201379361,167.39842,-1.27272,14.664,0,0,0,0,0,0,0
202752443,247.299856,-28.494374,14.664,0,0,0,0,0,0,0
211390190,129.579563,11.486373,14.664,0,0,0,0,0,0,1
201202230,170.412396,-4.052114,14.663,0,0,0,0,0,0,0
202757159,246.203501,-28.477149,14.663,0,0,0,0,0,0,0
211360208,128.005935,10.991609,14.663,0,0,0,0,0,0,1
211356273,131.237533,10.927029,14.663,0,0,0,0,0,0,1
210420605,57.006199,13.929069,14.662,0,0,0,0,1,0,0
211423861,130.740821,11.998065,14.662,0,0,0,0,0,0,1
202600636,246.318864,-29.065315,14.66,0,0,0,0,0,0,0
201171302,173.097571,-4.785184,14.658,0,0,0,0,0,0,0
201914650,177.74386,7.633066,14.658,0,0,0,0,0,0,0
203004488,244.684652,-27.591778,14.658,0,0,0,0,0,0,0
202896086,246.861895,-27.972696,14.658,0,0,0,0,0,0,0
211377792,127.057839,11.285811,14.658,0,0,0,0,0,0,1
201171442,170.048569,-4.78242,14.656,0,0,0,0,0,0,0
201260801,170.857257,-3.04582,14.656,0,0,0,0,0,0,0
210333993,58.768608,11.772594,14.656,0,0,0,0,1,0,0
201224489,172.596652,-3.591782,14.655,0,0,0,0,0,0,0
210380696,54.701751,13.010077,14.655,0,0,0,0,1,0,0
201165065,170.931746,-4.937125,14.654,0,0,0,0,0,0,0
202815451,243.50149,-28.262652,14.653,0,0,0,0,0,0,0
211538360,123.659055,13.678908,14.653,0,0,0,0,0,0,1
201161715,174.615319,-5.015625,14.652,0,0,0,0,0,0,0
202590030,246.548154,-29.105647,14.651,0,0,0,0,0,0,0
202736167,247.383495,-28.554579,14.651,0,0,0,0,0,0,0
211487871,123.419946,12.963673,14.651,0,0,0,0,0,0,1
211429683,130.271674,12.087912,14.651,0,0,0,0,0,0,1
211410512,130.763462,11.800356,14.65,0,0,0,0,0,0,1
201181831,173.352225,-4.532009,14.649,0,0,0,0,0,0,0
211510505,123.458349,13.287012,14.648,0,0,0,0,0,0,1
211383208,128.138592,11.375593,14.648,0,0,0,0,0,0,1
211322411,126.984309,10.302104,14.647,0,0,0,0,0,0,1
210372178,61.427764,12.80417,14.646,0,0,0,0,1,0,0
201254320,170.883159,-3.142256,14.645,0,0,0,0,0,0,0
201177173,171.205194,-4.644816,14.645,0,0,0,0,0,0,0
201167785,175.973317,-4.871886,14.644,0,0,0,0,0,0,0
202818822,246.444531,-28.250406,14.644,0,0,0,0,0,0,0
201245559,172.061955,-3.276781,14.643,0,0,0,0,0,0,0
205915088,338.321706,-17.60529,14.643,0,1,0,0,0,0,0
211330759,128.215951,10.460262,14.642,0,0,0,0,0,0,1
202703285,245.65628,-28.676808,14.641,0,0,0,0,0,0,0
201172170,172.881055,-4.764876,14.64,0,0,0,0,0,0,0
201192527,170.663793,-4.277152,14.639,0,0,0,0,0,0,0
202658354,246.25299,-28.846671,14.639,0,0,0,0,0,0,0
211436236,128.030488,12.189412,14.639,0,0,0,0,0,0,1
211378461,129.001902,11.296783,14.638,0,0,0,0,0,0,1
211381174,131.209184,11.341829,14.638,0,0,0,0,0,0,1
210416145,61.584196,13.831074,14.637,0,0,0,0,1,0,0
202691551,246.463068,-28.720886,14.635,0,0,0,0,0,0,0
211350625,130.964155,10.825763,14.635,0,0,0,0,0,0,1
201191470,172.56694,-4.303012,14.633,0,0,0,0,0,0,0
210322477,58.183049,11.419099,14.633,0,0,0,0,1,0,0
211313006,127.574896,10.113834,14.633,0,0,0,0,0,0,1
201155177,176.665722,-5.171913,14.632,0,0,0,0,0,0,0
202694080,247.313162,-28.711317,14.632,0,0,0,0,0,0,0
211322295,126.336356,10.299599,14.631,0,0,0,0,0,0,1
211326355,126.447397,10.377366,14.631,0,0,0,0,0,0,1
211397746,127.05344,11.606148,14.631,0,0,0,0,0,0,1
211316665,129.779485,10.186668,14.631,0,0,0,0,0,0,1
201276356,169.96667,-2.80798,14.63,0,0,0,0,0,0,0
210349838,60.998181,12.216947,14.63,0,0,0,0,1,0,0
201194189,169.171406,-4.238161,14.629,0,0,0,0,0,0,0
201142127,173.890847,-5.487026,14.629,0,0,0,0,0,0,0
211411534,126.414024,11.814675,14.629,0,0,0,0,0,0,1
201139607,175.131969,-5.548772,14.628,0,0,0,0,0,0,0
201217140,171.882703,-3.710335,14.627,0,0,0,0,0,0,0
202915242,242.58979,-27.904825,14.627,0,0,0,0,0,0,0
211508674,123.5308,13.261946,14.627,0,0,0,0,0,0,1
211339662,130.27925,10.624883,14.627,0,0,0,0,0,0,1
205917469,337.676019,-17.518676,14.626,0,1,0,0,0,0,0
201175557,175.471157,-4.683467,14.625,0,0,0,0,0,0,0
201201907,174.202441,-4.058633,14.624,0,0,0,0,0,0,0
210365118,57.708404,12.624309,14.624,0,0,0,0,1,0,0
201165296,171.202905,-4.931902,14.622,0,0,0,0,0,0,0
201173952,173.049691,-4.721099,14.622,0,0,0,0,0,0,0
211328461,128.179203,10.416801,14.622,0,0,0,0,0,0,1
211412202,131.109048,11.824528,14.622,0,0,0,0,0,0,1
201187814,170.517335,-4.389533,14.621,0,0,0,0,0,0,0
201198110,173.645935,-4.146642,14.621,0,0,0,0,0,0,0
202913161,246.763675,-27.91215,14.621,0,0,0,0,0,0,0
205909307,338.639302,-17.835123,14.621,0,1,0,0,0,0,0
211355171,126.318882,10.907361,14.621,0,0,0,0,0,0,1
211320011,129.85619,10.254373,14.621,0,0,0,0,0,0,1
211346199,129.836886,10.744654,14.619,0,0,0,0,0,0,1
202766432,245.587629,-28.442393,14.618,0,0,0,0,0,0,0
202722239,246.515566,-28.606045,14.618,0,0,0,0,0,0,0
211384501,129.309706,11.395791,14.618,0,0,0,0,0,0,1
211403667,129.474906,11.697786,14.618,0,0,0,0,0,0,1
211406937,129.838223,11.747171,14.618,0,0,0,0,0,0,1
201193666,169.030122,-4.25049,14.617,0,0,0,0,0,0,0
210381130,57.888873,13.021215,14.617,0,0,0,0,1,0,0
211518706,124.427899,13.402902,14.617,0,0,0,0,0,0,1
211355585,131.796552,10.914653,14.617,0,0,0,0,0,0,1
202608837,246.520361,-29.033884,14.616,0,0,0,0,0,0,0
211406575,128.334071,11.741219,14.616,0,0,0,0,0,0,1
201286107,170.134815,-2.660314,14.615,0,0,0,0,0,0,0
202685446,249.178066,-28.743756,14.615,0,0,0,0,0,0,0
205949028,337.459901,-16.401467,14.615,0,1,0,0,0,0,0
211353590,127.638896,10.878997,14.615,0,0,0,0,0,0,1
201248155,172.178499,-3.236067,14.614,0,0,0,0,0,0,0
201159740,173.100576,-5.062649,14.614,0,0,0,0,0,0,0
202761035,247.450905,-28.462743,14.614,0,0,0,0,0,0,0
202659374,247.006049,-28.842826,14.613,0,0,0,0,0,0,0
211340756,130.25769,10.644911,14.613,0,0,0,0,0,0,1
201187584,172.954391,-4.395431,14.612,0,0,0,0,0,0,0
201160127,176.016546,-5.053524,14.612,0,0,0,0,0,0,0
210361116,61.513478,12.52083,14.611,0,0,0,0,1,0,0
211483351,124.469293,12.898007,14.611,0,0,0,0,0,0,1
211322239,127.080943,10.298312,14.611,0,0,0,0,0,0,1
211399208,127.488874,11.628439,14.611,0,0,0,0,0,0,1
211434051,127.966197,12.15613,14.611,0,0,0,0,0,0,1
211406716,128.246608,11.743524,14.611,0,0,0,0,0,0,1
211337897,130.978448,10.59379,14.611,0,0,0,0,0,0,1
202681594,245.969066,-28.758273,14.61,0,0,0,0,0,0,0
211361853,127.580723,11.020462,14.61,0,0,0,0,0,0,1
211353317,130.819809,10.874117,14.61,0,0,0,0,0,0,1
210478463,63.83011,15.043169,14.609,0,0,0,0,1,0,0
201209632,169.254678,-3.876424,14.607,0,0,0,0,0,0,0
201906987,178.538661,7.469617,14.605,0,0,0,0,0,0,0
201186374,173.827437,-4.424376,14.604,0,0,0,0,0,0,0
211328021,125.9813,10.40797,14.604,0,0,0,0,0,0,1
202913152,245.636163,-27.91218,14.603,0,0,0,0,0,0,0
202779319,249.547482,-28.394865,14.603,0,0,0,0,0,0,0
211504855,123.754101,13.207522,14.603,0,0,0,0,0,0,1
211312806,126.261065,10.109792,14.603,0,0,0,0,0,0,1
211394290,129.231559,11.553556,14.603,0,0,0,0,0,0,1
211304345,131.033501,9.936564,14.603,0,0,0,0,0,0,1
202814530,247.38032,-28.266057,14.601,0,0,0,0,0,0,0
211477101,123.175411,12.807852,14.601,0,0,0,0,0,0,1
211333934,129.617879,10.519651,14.601,0,0,0,0,0,0,1
60019648,2.08867,-6.2444,14.6,0,0,1,0,0,0,0
60019573,3.19719,-5.24283,14.6,0,0,1,0,0,0,0
60019640,3.82145,-6.10739,14.6,0,0,1,0,0,0,0
60019571,4.48888,-4.69458,14.6,0,0,1,0,0,0,0
60019568,4.99055,-5.96683,14.6,0,0,1,0,0,0,0
60019569,5.16491,-5.58711,14.6,0,0,1,0,0,0,0
60019567,5.63782,-5.15432,14.6,0,0,1,0,0,0,0
60019641,356.93428,-8.05007,14.6,0,1,0,0,0,0,0
60019636,357.1568,-8.24608,14.6,0,1,0,0,0,0,0
202083777,95.15797,17.34888,14.6,0,0,0,0,0,1,0
202092217,95.1712,16.98732,14.6,0,0,0,0,0,1,0
202083589,95.18963,16.34072,14.6,0,0,0,0,0,1,0
202136111,95.45575,17.05999,14.6,0,0,0,0,0,1,0
202083961,95.52719,16.40043,14.6,0,0,0,0,0,1,0
202094973,95.72755,15.09812,14.6,0,0,0,0,0,1,0
202084915,95.80347,15.84535,14.6,0,0,0,0,0,1,0
202135715,95.85684,14.42299,14.6,0,0,0,0,0,1,0
202083758,96.15174,16.22551,14.6,0,0,0,0,0,1,0
202135779,96.65026,14.78103,14.6,0,0,0,0,0,1,0
202091701,96.88478,14.4187,14.6,0,0,0,0,0,1,0
202095050,96.96608,15.71428,14.6,0,0,0,0,0,1,0
202136005,97.00365,16.24517,14.6,0,0,0,0,0,1,0
202086757,97.08093,15.95433,14.6,0,0,0,0,0,1,0
202136017,97.16989,16.34618,14.6,0,0,0,0,0,1,0
202135832,97.71305,15.08997,14.6,0,0,0,0,0,1,0
202135865,98.66723,15.3103,14.6,0,0,0,0,0,1,0
202135995,98.69518,16.17283,14.6,0,0,0,0,0,1,0
202081296,99.34454,15.27842,14.6,0,0,0,0,0,1,0
202084944,99.47998,16.46414,14.6,0,0,0,0,0,1,0
202065279,99.6265,14.92125,14.6,0,0,0,0,0,1,0
202089806,100.54968,15.28706,14.6,0,0,0,0,0,1,0
202067338,102.4018,16.11294,14.6,0,0,0,0,0,1,0
202067469,102.80566,16.6739,14.6,0,0,0,0,0,1,0
202067310,102.93146,15.3912,14.6,0,0,0,0,0,1,0
202067162,102.98578,16.29667,14.6,0,0,0,0,0,1,0
202074405,102.99208,16.29494,14.6,0,0,0,0,0,1,0
202066854,103.03707,15.42853,14.6,0,0,0,0,0,1,0
202067344,103.05629,16.02436,14.6,0,0,0,0,0,1,0
202958691,246.076075,-27.752386,14.6,0,0,0,0,0,0,0
211307390,128.090069,9.999968,14.6,0,0,0,0,0,0,1
211424945,130.742017,12.014446,14.6,0,0,0,0,0,0,1
202723992,245.810228,-28.599429,14.599,0,0,0,0,0,0,0
210369453,57.951024,12.734289,14.599,0,0,0,0,1,0,0
211335063,127.045716,10.540653,14.598,0,0,0,0,0,0,1
211329013,127.318221,10.426937,14.598,0,0,0,0,0,0,1
211501191,124.162341,13.156394,14.597,0,0,0,0,0,0,1
211360690,126.800881,11.000283,14.597,0,0,0,0,0,0,1
211360894,126.954967,11.003983,14.596,0,0,0,0,0,0,1
211425929,128.934031,12.029757,14.596,0,0,0,0,0,0,1
201908829,178.730491,7.509357,14.594,0,0,0,0,0,0,0
205979901,339.060653,-15.424123,14.594,0,1,0,0,0,0,0
202806211,247.699051,-28.296692,14.591,0,0,0,0,0,0,0
210398698,59.246606,13.43662,14.591,0,0,0,0,1,0,0
211488607,123.819662,12.974435,14.589,0,0,0,0,0,0,1
211395010,127.680707,11.564648,14.588,0,0,0,0,0,0,1
205686761,248.412655,-15.787669,14.587,0,0,0,0,0,0,0
211350588,126.314917,10.825142,14.587,0,0,0,0,0,0,1
201170362,171.775309,-4.80798,14.586,0,0,0,0,0,0,0
202682403,246.633151,-28.75538,14.586,0,0,0,0,0,0,0
202676440,246.969522,-28.778122,14.586,0,0,0,0,0,0,0
202828127,247.037374,-28.21567,14.586,0,0,0,0,0,0,0
205959383,341.007828,-16.063553,14.586,0,1,0,0,0,0,0
211315351,126.082193,10.161307,14.586,0,0,0,0,0,0,1
211348328,127.70954,10.783544,14.586,0,0,0,0,0,0,1
201286675,169.894137,-2.650856,14.585,0,0,0,0,0,0,0
201180797,172.034102,-4.557063,14.585,0,0,0,0,0,0,0
201162427,173.573514,-4.999131,14.585,0,0,0,0,0,0,0
211400531,130.087576,11.648403,14.585,0,0,0,0,0,0,1
201270491,169.528203,-2.897685,14.583,0,0,0,0,0,0,0
202760747,246.85277,-28.46385,14.583,0,0,0,0,0,0,0
210485165,64.798251,15.158387,14.583,0,0,0,0,1,0,0
211486791,126.003218,12.947966,14.582,0,0,0,0,0,0,1
211426713,130.80628,12.041866,14.582,0,0,0,0,0,0,1
202868463,245.986007,-28.071097,14.58,0,0,0,0,0,0,0
211378709,132.115397,11.300957,14.58,0,0,0,0,0,0,1
210372381,59.592553,12.808871,14.579,0,0,0,0,1,0,0
202797583,245.841056,-28.328151,14.578,0,0,0,0,0,0,0
210352551,54.650063,12.291954,14.577,0,0,0,0,1,0,0
211323918,130.666286,10.331578,14.577,0,0,0,0,0,0,1
202752856,246.099598,-28.492786,14.576,0,0,0,0,0,0,0
202805114,249.34027,-28.300718,14.576,0,0,0,0,0,0,0
211416644,126.803201,11.891639,14.576,0,0,0,0,0,0,1
211381806,132.312545,11.352013,14.576,0,0,0,0,0,0,1
201170046,174.956812,-4.815333,14.575,0,0,0,0,0,0,0
201278080,171.23286,-2.782548,14.574,0,0,0,0,0,0,0
211423343,127.88477,11.990653,14.574,0,0,0,0,0,0,1
211411786,129.791391,11.818369,14.574,0,0,0,0,0,0,1
201187307,172.319705,-4.402016,14.573,0,0,0,0,0,0,0
203254243,240.242122,-26.737373,14.573,0,0,0,0,0,0,0
202877517,245.899892,-28.03884,14.573,0,0,0,0,0,0,0
202629299,245.95032,-28.956268,14.573,0,0,0,0,0,0,0
202640735,246.134308,-28.912992,14.573,0,0,0,0,0,0,0
211428320,126.471137,12.066931,14.573,0,0,0,0,0,0,1
210363521,59.451448,12.582976,14.572,0,0,0,0,1,0,0
210435109,60.545807,14.230415,14.572,0,0,0,0,1,0,0
202680204,246.212219,-28.763566,14.571,0,0,0,0,0,0,0
211414945,129.158218,11.866423,14.571,0,0,0,0,0,0,1
201182780,172.240262,-4.511005,14.57,0,0,0,0,0,0,0
205915988,337.644667,-17.573802,14.57,0,1,0,0,0,0,0
210456166,65.597485,14.638181,14.568,0,0,0,0,1,0,0
201129879,175.852601,-5.790399,14.567,0,0,0,0,0,0,0
202802209,247.452699,-28.311175,14.567,0,0,0,0,0,0,0
211500486,123.509226,13.146779,14.567,0,0,0,0,0,0,1
