TIC
350929416
300867625
348771376
453082318
55653157
270339594
358457606
270564386
355652342
206285518
382148028
139368946
115107165
469854402
38510271
206462567
219315573
149975676
159836403
159837603
29344151
235042681
177253202
279254042
152254922
33715956
234992998
300013921
25167840
308543986
234300677
140659350
150323113
197692450
231801171
234512382
234342092
394086684
147286013
348762356
50345701
121421384
92709863
389865537
38633243
350155917
141755414
355365317
38508526
60112433
231833973
300326777
229808107
167344582
176956387
55501732
350559457
197647627
231850074
261334793
30852855
141944488
140596513
270366301
300326496
269857486
280804030
165122191
52154742
281763691
150105350
234523931
140599471
97433004
238868450
300710350
89257479
260794426
350480377
293437018
201294251
394339841
231859818
231827746
231906514
29716978
441081454
149989781
260709448
260042834
206481872
33831980
389351637
261746657
149935360
234995837
220578510
204452012
237326769
31652519
141542826
237936194
388202207
260503412
231830801
300654276
30191789
206473269
314866424
231849359
141157180
309792357
141915367
238203650
231862941
219181788
33831130
206353037
394104628
262817034
52075078
350294861
350479471
260271203
406322870
92451818
121422603
269765059
44626203
277751989
394008336
425906795
126890217
382067226
32068755
278897586
237886994
306893839
348759909
53991812
33877176
394595940
29829699
55452078
262922297
231831130
30401301
389526738
38586707
41030783
89356998
152889176
126657458
79111499
204494885
139990402
260004559
38843964
294272049
206287105
41228237
402046211
25155510
231712880
32089857
214710750
238177148
149159039
161174432
421937540
52308758
260606294
115191029
115106265
421919182
141865875
212319204
147269346
206534861
355637646
140599284
31741586
441203766
129637152
260188633
29495314
391904670
167797589
277774779
277772930
281562495
263013977
234286268
229806012
61710094
381853816
234512399
355638102
281779224
141606060
279571543
38828908
364306308
99822583
232070595
441419997
389925842
140630124
350560959
410211722
307088646
150361768
38697444
91451322
29762012
278613192
394134589
294781547
388129814
350297825
206586982
206560270
41331819
300709924
8196402
139720639
238199780
149124536
238853890
350332008
382257287
25153544
402047030
266587011
31635646
79305440
52121796
141124144
97432870
177258212
270565368
29778239
32052059
206360840
139113397
388180003
406243638
142082942
214874950
374944737
141471755
211401599
278866220
231636691
259784884
231810441
31963429
279834531
211432414
382420474
253917338
389473715
355425821
273825621
25134442
260756218
299754439
299779198
300933050
261377762
421954372
234348603
141811734
220432574
281541027
141768040
350443417
50231793
293273032
262955872
370227695
219339182
237907444
126658807
33735178
55271423
469914390
38633445
231695087
149497763
229013950
177308090
350445771
266586474
204448580
79327772
214772353
260656666
372911143
269885515
219323877
31925538
426018076
167008868
389363695
349156098
160065644
301977337
294054151
220508575
393977215
403288575
290303999
267000601
267044396
29493647
79353860
139984208
234517168
38807028
121475494
266879521
349972048
126704908
55292851
167549317
167524563
161291020
273568902
29781292
176875517
382302322
372908431
278657708
38519034
318568036
235003881
149445580
300271822
52382500
260852224
214709500
147333494
152913694
159842866
204592273
271576016
319245859
149174106
150064238
231664662
24705529
279255886
51991640
425931249
220565780
403152066
300658296
152808277
150191258
262956637
238185204
237322080
161153621
25155612
31653503
232083916
161210024
403288834
382222734
206498295
389126398
201226478
139267284
278729415
350342049
177286275
278564554
152221976
38608863
51912442
358106118
389758646
231862019
89334192
219155856
177116487
350581055
147419353
260188537
289914022
238815671
99839685
259863352
309758235
278823339
143850430
431479577
293272915
260193210
316967499
316992294
159837822
204524968
31998032
237917066
126606109
167006493
349055837
273603978
350619941
140039420
267210445
149573096
60371705
139845588
238831201
150273255
139453344
267041899
31852879
261155056
350344162
177258735
141805493
389050387
126890485
212351289
260043723
375093235
214875052
235041967
206486350
204571116
231913573
231711890
237879881
237886434
300710077
231866127
441113863
267116838
92566327
279741291
142081711
269795697
167653919
150188663
355369017
220576880
220536398
382624708
370229051
