EPIC,RA,DEC,Kp,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,epic_name,tm_name,epic_candname,pl_name,k2c_disp,ra,dec,pl_orbper,pl_tranmid,pl_trandep,pl_trandur,pl_imppar,pl_orbincl,pl_rade,st_teff,st_logg
211418290,129.3023,11.915721,11.504,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 211418290,2MASS J08371255+1154567,EPIC 211418290.01,NA,CANDIDATE,129.302307,11.915721,5.03207,2457141.80704,NA,NA,NA,88.411,36.71,5070,3.25
211424769,128.85268,12.01165,9.438,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 211424769,2MASS J08352466+1200420,EPIC 211424769.01,NA,CANDIDATE,128.852676,12.01165,5.176,2457144.498,0.3485,0.04371,0.157,NA,NA,NA,NA
211424769,128.85268,12.01165,9.438,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 211424769,2MASS J08352466+1200420,EPIC 211424769.01,NA,CANDIDATE,128.852676,12.01165,5.176243,2457144.49837,NA,NA,NA,85.085,19.443,6185,4.34
211424769,128.852684,12.01165,9.438,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 211424769,2MASS J08352466+1200420,EPIC 211424769.01,NA,CANDIDATE,128.852676,12.01165,5.176,2457144.498,0.3485,0.04371,0.157,NA,NA,NA,NA
211424769,128.852684,12.01165,9.438,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 211424769,2MASS J08352466+1200420,EPIC 211424769.01,NA,CANDIDATE,128.852676,12.01165,5.176243,2457144.49837,NA,NA,NA,85.085,19.443,6185,4.34
211428897,128.85754,12.075844,13.205,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 211428897,2MASS J08352583+1204334,EPIC 211428897.02,NA,CANDIDATE,128.857544,12.075844,2.17807,2457143.647,NA,NA,NA,89.22,0.65,NA,NA
211428897,128.85754,12.075844,13.205,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 211428897,2MASS J08352583+1204334,EPIC 211428897.02,NA,CANDIDATE,128.857544,12.075844,2.177846,2457143.65352,NA,0.0537,0.52,NA,1.2,NA,NA
211428897,128.85754,12.075844,13.205,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 211428897,2MASS J08352583+1204334,EPIC 211428897.01,NA,CANDIDATE,128.857544,12.075844,1.61092,2457142.275,NA,NA,NA,89.09,0.75,NA,NA
211428897,128.85754,12.075844,13.205,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 211428897,2MASS J08352583+1204334,EPIC 211428897.01,NA,CANDIDATE,128.857544,12.075844,1.611,2457140.661,0.0517,0.04412,0,NA,NA,NA,NA
211428897,128.85754,12.075844,13.205,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 211428897,2MASS J08352583+1204334,EPIC 211428897.01,NA,CANDIDATE,128.857544,12.075844,1.610911,2457142.27594,NA,0.0446,0.53,NA,1.5,NA,NA
211428897,128.85754,12.075844,13.205,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 211428897,2MASS J08352583+1204334,EPIC 211428897.03,NA,CANDIDATE,128.857544,12.075844,4.96883,2457173.523,NA,NA,NA,89.53,0.67,NA,NA
211428897,128.857549,12.075844,13.205,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 211428897,2MASS J08352583+1204334,EPIC 211428897.02,NA,CANDIDATE,128.857544,12.075844,2.17807,2457143.647,NA,NA,NA,89.22,0.65,NA,NA
211428897,128.857549,12.075844,13.205,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 211428897,2MASS J08352583+1204334,EPIC 211428897.02,NA,CANDIDATE,128.857544,12.075844,2.177846,2457143.65352,NA,0.0537,0.52,NA,1.2,NA,NA
211428897,128.857549,12.075844,13.205,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 211428897,2MASS J08352583+1204334,EPIC 211428897.01,NA,CANDIDATE,128.857544,12.075844,1.61092,2457142.275,NA,NA,NA,89.09,0.75,NA,NA
211428897,128.857549,12.075844,13.205,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 211428897,2MASS J08352583+1204334,EPIC 211428897.01,NA,CANDIDATE,128.857544,12.075844,1.611,2457140.661,0.0517,0.04412,0,NA,NA,NA,NA
211428897,128.857549,12.075844,13.205,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 211428897,2MASS J08352583+1204334,EPIC 211428897.01,NA,CANDIDATE,128.857544,12.075844,1.610911,2457142.27594,NA,0.0446,0.53,NA,1.5,NA,NA
211428897,128.857549,12.075844,13.205,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 211428897,2MASS J08352583+1204334,EPIC 211428897.03,NA,CANDIDATE,128.857544,12.075844,4.96883,2457173.523,NA,NA,NA,89.53,0.67,NA,NA
212194007,134.337685,24.114152,12.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,EPIC 212194007,2MASS J08572104+2406507,EPIC 212194007.01,NA,CANDIDATE,134.337692,24.114153,1.17715,2458095.9442,29.4749,0.1635,NA,NA,NA,6390,3.85
212204403,130.878346,24.423111,12.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,EPIC 212204403,2MASS J08433079+2425234,EPIC 212204403.01,NA,CANDIDATE,130.878342,24.423111,4.688625,2458096.7131,0.1777,0.0964,NA,NA,3.8,5220,4.54
212204403,130.878346,24.423111,12.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,EPIC 212204403,2MASS J08433079+2425234,EPIC 212204403.02,NA,CANDIDATE,130.878342,24.423111,12.550896,2458104.42819,0.0858,0.1179,NA,NA,2.6,5220,4.54
212207368,131.055458,24.517391,15.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,EPIC 212207368,2MASS J08441331+2431034,EPIC 212207368.01,NA,CANDIDATE,131.05545,24.517391,1.190316,2458096.29198,1.4098,0.1358,NA,NA,NA,3420,4.92
212219881,131.77479400000001,24.939606,15.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,EPIC 212219881,2MASS J08470596+2456227,EPIC 212219881.01,NA,CANDIDATE,131.774796,24.939606,6.924808,2458097.18479,0.9578,0.1189,NA,NA,8.5,5300,4.55
212223307,131.067414,25.07574,10.962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,EPIC 212223307,2MASS J08441618+2504326,EPIC 212223307.01,NA,CANDIDATE,131.067413,25.075741,1.190354,2458096.29164,36.3154,0.1635,NA,NA,NA,6350,3.88
212227092,132.092362,25.243338,16.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,EPIC 212227092,2MASS J08482216+2514360,EPIC 212227092.01,NA,CANDIDATE,132.092361,25.243338,5.190254,2458099.42803,69.6741,0.1317,NA,NA,NA,3120,3.97
212228994,131.653493,25.337463,13.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,EPIC 212228994,2MASS J08463683+2520149,EPIC 212228994.01,NA,CANDIDATE,131.653488,25.337463,1.095841,2458096.34496,0.3489,0.0796,NA,NA,NA,5920,4
212294561,205.14711,-17.69527,13.149,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 212294561,2MASS J13403530-1741430,EPIC 212294561.01,NA,CANDIDATE,205.14711,-17.695271,2.76294135,2457226.109408,0.052,0.1149167,NA,NA,NA,NA,NA
212301649,201.462143,-17.48313,14.056,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 212301649,2MASS J13255091-1728592,EPIC 212301649.01,NA,CANDIDATE,201.462143,-17.48313,1.225,2457217.565,0.0224,0.37567,0.554,NA,NA,NA,NA
212303338,202.958832,-17.430704,9.957,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 212303338,2MASS J13315010-1725505,EPIC 212303338.01,NA,CANDIDATE,202.958832,-17.430704,0.595621,2457218.39253,NA,NA,NA,84.352,0.583,5338,4.51
212311834,199.976639,-17.181145,14.679,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 212311834,2MASS J13195439-1710521,EPIC 212311834.01,NA,CANDIDATE,199.976639,-17.181145,17.788652,2457233.41005,NA,0.1171,1.06,NA,47.8,NA,NA
212315941,203.087265,-17.061192,14.406,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 212315941,2MASS J13322094-1703403,EPIC 212315941.01,NA,CANDIDATE,203.087265,-17.061192,12.9348816,2457226.55637,1.516,0.086,NA,NA,NA,NA,NA
212321305,204.641998,-16.910097,13.861,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 212321305,2MASS J13383408-1654364,EPIC 212321305.01,NA,CANDIDATE,204.641998,-16.910097,34.144,2457228.926,0.2836,0.33013,0.196,NA,NA,NA,NA
212351026,201.686874,-16.10515,14.541,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 212351026,2MASS J13264484-1606183,EPIC 212351026.01,NA,CANDIDATE,201.686874,-16.10515,2.548,2457218.171,0.2483,0.20429,0.423,NA,NA,NA,NA
212351026,201.686874,-16.10515,14.541,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 212351026,2MASS J13264484-1606183,EPIC 212351026.01,NA,CANDIDATE,201.686874,-16.10515,2.55068936,2457225.785311,0.828,0.298125,NA,NA,NA,NA,NA
212351405,201.662933,-16.095001,13.995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 212351405,2MASS J13263909-1605419,EPIC 212351405.01,NA,CANDIDATE,201.662933,-16.095001,2.549,2457218.158,0.1961,0.15971,0.407,NA,NA,NA,NA
212351405,201.662933,-16.095001,13.995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 212351405,2MASS J13263909-1605419,EPIC 212351405.01,NA,CANDIDATE,201.662933,-16.095001,2.55234671,2457225.753212,0.63,0.2485833,NA,NA,NA,NA,NA
212370106,201.271866,-15.625073,14.563,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 212370106,2MASS J13250524-1537303,EPIC 212370106.01,NA,CANDIDATE,201.271866,-15.625073,22.446,2457225.441,0.1546,0.145,0.011,NA,NA,NA,NA
212380207,200.356232,-15.377218,13.267,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 212380207,2MASS J13212550-1522378,EPIC 212380207.01,NA,CANDIDATE,200.356232,-15.377218,26.147,2457241.871,0.0568,0.18088,0.094,NA,NA,NA,NA
213546283,289.376862,-29.049206,12.031,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 213546283,2MASS J19173044-2902573,EPIC 213546283.01,NA,CANDIDATE,289.376862,-29.049206,9.769155,2457312.13114,NA,0.1242,0.48,NA,3.3,NA,NA
213546283,289.376862,-29.049206,12.031,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 213546283,2MASS J19173044-2902573,EPIC 213546283.01,NA,CANDIDATE,289.376862,-29.049206,9.770186,2457302.35684,NA,NA,NA,88.885,3.193,5631,4.29
213703832,289.876739,-28.535585,13.87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 213703832,2MASS J19193041-2832081,EPIC 213703832.01,NA,CANDIDATE,289.87674,-28.535585,0.515513,2457311.46608,NA,0.0546,0.69,NA,3.4,NA,NA
213840781,290.561127,-28.11792,13.727,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 213840781,2MASS J19221466-2807044,EPIC 213840781.01,NA,CANDIDATE,290.561127,-28.11792,12.364531,2457323.0274,NA,0.1192,1.03,NA,36.3,NA,NA
213920015,293.078705,-27.884281,10.021,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 213920015,2MASS J19321887-2753040,EPIC 213920015.01,NA,CANDIDATE,293.078705,-27.884281,1.489184,2457311.37889,NA,0.0608,0.5,NA,1,NA,NA
220187552,19.975456,-0.48349,12.836,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 220187552,2MASS J01195410-0029005,EPIC 220187552.01,NA,CANDIDATE,19.975456,-0.48349,17.093491,2457399.31466,NA,0.0942,1.2,NA,32.5,NA,NA
220192485,19.130703,-0.290045,11.758,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 220192485,2MASS J01163136-0017241,EPIC 220192485.01,NA,CANDIDATE,19.130703,-0.290045,50.693644,2457409.2233,NA,NA,NA,89.481,8.683,5220,4.54
220207765,21.007797,0.274438,12.17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 220207765,2MASS J01240186+0016279,EPIC 220207765.01,NA,CANDIDATE,21.007797,0.274438,7.119856,2457396.42633,NA,NA,NA,89.052,1.88,5318,4.68
220209578,19.462019,0.341995,14.376,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 220209578,2MASS J01175088+0020311,EPIC 220209578.01,NA,CANDIDATE,19.462019,0.341995,8.904519,2457394.76665,NA,0.1229,1.24,NA,36.9,NA,NA
228707509,187.357671,-10.985021,14.806,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 228707509,2MASS J12292585-1059060,EPIC 228707509.01,NA,CANDIDATE,187.357666,-10.985021,15.35092,2457585.5093,2.386,0.15,0.63,NA,16.31,NA,NA
228720681,188.69683,-10.319662,13.763,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 228720681,2MASS J12344723-1019107,EPIC 228720681.01,NA,CANDIDATE,188.696823,-10.319662,15.78132,2457586.4189,1.028,0.1417,0.68,NA,10.87,NA,NA
228729473,186.53452,-9.890216,11.524,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 228729473,2MASS J12260828-0953247,EPIC 228729473.01,NA,CANDIDATE,186.534515,-9.890216,16.770556,2457585.7713,NA,NA,NA,86.74,13.24,4939,3.54
228737155,184.104058,-9.515914,11.081,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EPIC 228737155,2MASS J12162497-0930572,EPIC 228737155.01,NA,CANDIDATE,184.104065,-9.515914,25.988289,2457591.1566,NA,NA,NA,67.063,316.734,4382,2.07
251380988,137.284865,23.520033,12.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,EPIC 251380988,2MASS J09090836+2331121,EPIC 251380988.01,NA,CANDIDATE,137.284866,23.520033,30.921004,2458107.20687,16.9142,0.2285,NA,NA,NA,6680,4.1
